block_id,def_id,ground_truth,compas_score,dartmouth_score,study1_condition1,study1_condition2,study1_condition3,study1_condition4,study2_condition1,study2_condition2,study1_image_id,study2_image_id_black,study2_image_id_white,def_age,def_gender,def_race,def_juv_fel,def_juv_misd,def_priors,def_charge_degree
11,8642,0,6,7,14,14,17,13,10,14, empty,NA,NA,61,0,1,0,0,4,1
11,8777,0,4,8,15,12,11,16,16,15, WM-001, BM-201, WM-035,21,0,1,0,0,1,1
11,8939,0,4,5,6,7,4,6,4,6, BF-001, BF-001, WF-001,26,1,2,0,0,1,0
11,9172,0,7,7,4,10,6,11,5,6, BM-036, BM-036, WM-024,21,0,2,0,0,0,1
11,9380,0,4,16,18,19,18,19,17,16, WM-023, BM-021, WM-023,38,0,1,0,0,5,1
11,9484,0,2,1,5,4,3,4,4,5, WF-026, BF-202, WF-216,41,1,1,0,0,1,0
11,9685,1,7,4,2,5,3,3,4,6, BM-005, BM-005, WM-009,22,0,2,0,0,0,0
11,9971,0,1,1,0,0,2,0,1,0, WF-221, BF-203, WF-221,55,1,1,0,0,0,1
11,10169,1,7,1,3,1,1,3,2,2, WM-002, BM-017, WM-012,33,0,1,0,0,0,0
11,10267,0,8,16,20,20,17,18,17,18, BF-007, BF-007, WF-002,31,1,2,0,0,4,1
11,10317,0,1,4,1,1,1,1,1,1, empty,NA,NA,62,0,2,0,0,0,0
11,10492,0,6,17,20,20,20,20,20,19, LF-201, BF-003, WF-003,25,1,3,0,1,14,1
11,10560,1,1,8,11,11,15,10,10,9, WM-225, BM-044, WM-225,41,0,1,0,0,1,1
11,10580,0,8,4,9,8,12,9,7,10, WF-003, BF-004, WF-005,22,1,1,0,0,1,0
11,10703,0,7,19,19,20,20,20,20,20, BM-012, BM-025, WM-201,43,0,2,0,1,23,1
11,10931,0,3,9,9,10,12,8,10,12, LM-200, BM-003, WM-006,28,0,3,0,0,1,1
12,163,0,1,5,8,7,7,8,8,7, WM-018, BM-021, WM-023,43,0,1,0,0,1,1
12,215,0,2,9,14,11,9,10,16,16, BM-032, BM-011, WM-011,31,0,2,0,0,1,0
12,510,0,1,2,3,7,2,7,9,6, LM-203, BM-213, WM-248,51,0,3,0,0,1,0
12,603,0,5,13,14,18,16,17,17,17, BM-004, BM-004, WM-002,29,0,2,1,0,2,1
12,887,1,6,14,20,19,17,17,15,18, BM-020, BM-020, WM-014,30,0,2,0,0,5,1
12,1467,1,7,17,20,20,20,19,19,20, BM-011, BM-011, WM-011,29,0,2,0,0,10,1
12,1578,0,1,5,9,9,7,3,11,10, WM-225, BM-044, WM-225,39,0,1,0,0,1,1
12,1615,0,1,3,3,5,4,3,5,6, WF-014, BF-024, WF-014,38,1,1,0,0,0,1
12,1629,0,5,11,13,16,11,14,16,16, BM-016, BM-002, WM-004,27,0,2,0,0,2,1
12,1943,1,3,4,4,5,3,2,4,2, BM-015, BM-001, WM-003,24,0,2,0,0,0,1
12,2140,0,1,2,5,8,6,5,6,8, empty,NA,NA,59,1,1,0,0,1,1
12,2456,0,6,15,18,18,19,19,17,18, WM-023, BM-025, WM-201,43,0,1,0,0,9,1
12,2543,0,8,20,20,20,20,20,20,19, BM-012, BM-012, WM-018,37,0,2,2,3,24,1
12,2765,0,2,2,3,1,1,0,1,3, BF-003, BF-004, WF-005,26,1,2,0,0,0,0
12,2917,0,4,9,17,18,18,17,14,17, WM-004, BM-003, WM-006,26,0,1,0,0,3,0
12,2959,0,7,11,14,15,10,14,8,10, BM-001, BM-002, WM-004,26,0,2,0,0,2,0
12,3022,0,5,12,17,18,18,17,15,17, BM-022, BM-029, WM-020,35,0,2,0,0,4,0
12,3182,0,5,15,11,11,9,9,10,9, BM-010, BM-015, WM-017,25,0,2,0,0,2,1
12,3508,0,5,7,5,8,1,6,4,5, BF-002, BF-002, WF-022,20,1,2,0,0,0,1
12,4186,0,1,3,5,3,0,4,3,4, empty,NA,NA,59,0,1,0,0,0,1
12,4371,0,1,4,0,1,0,1,0,1, empty,NA,NA,57,0,1,0,0,0,0
12,4643,1,10,13,19,20,20,19,20,19, BM-029, BM-004, WM-002,32,0,2,0,1,12,0
12,4701,0,10,18,20,20,20,18,20,18, WM-201, BM-012, WM-018,38,0,1,0,0,17,1
12,4881,0,6,8,8,8,5,8,9,5, BM-041, BM-018, WM-013,31,0,2,0,0,0,1
12,4940,1,10,15,19,18,17,18,16,16, BM-018, BM-018, WM-013,34,0,2,0,0,9,1
12,5454,1,4,4,5,3,5,2,4,7, WF-001, BF-001, WF-001,25,1,1,0,0,0,1
12,5635,0,1,5,14,14,14,9,7,10, WF-237, BF-211, WF-237,52,1,1,0,0,3,0
12,5678,1,9,18,20,20,20,18,20,18, BM-021, BM-033, WM-220,38,0,2,0,1,16,1
12,6000,1,5,1,3,3,2,1,2,4, BF-001, BF-003, WF-003,23,1,2,0,0,0,1
12,6574,1,2,11,13,17,17,15,17,17, BF-007, BF-007, WF-002,31,1,2,0,0,2,1
12,6769,0,2,8,4,5,3,5,4,4, WF-026, BF-027, WF-026,40,1,1,0,0,0,1
12,7112,1,7,14,19,17,19,18,19,19, BM-034, BM-212, WM-223,55,0,2,0,0,10,0
12,7234,0,5,10,5,8,6,6,9,12, LM-215, BM-025, WM-201,37,0,3,0,0,1,1
12,7427,0,8,14,20,20,17,17,19,17, BM-005, BM-013, WM-015,27,0,2,0,0,8,0
12,7640,1,7,6,7,9,6,7,8,9, WM-220, BM-021, WM-023,37,0,1,0,0,1,1
12,7675,1,7,1,1,2,1,1,4,1, WM-001, BM-009, WM-001,20,0,1,0,0,0,1
12,7987,1,9,17,20,20,20,20,20,20, WM-002, BM-022, WM-016,29,0,1,4,1,10,1
12,8107,0,1,2,3,3,1,3,4,5, WF-221, BF-203, WF-221,49,1,1,0,0,1,0
12,8308,1,7,17,19,19,20,18,17,18, BM-002, BM-005, WM-009,27,0,2,1,0,6,1
12,8885,1,8,10,10,13,8,9,6,9, BM-013, BM-016, WM-019,22,0,2,0,1,1,1
12,8929,1,2,5,5,8,4,3,3,5, LM-201, BM-032, WM-021,30,0,3,0,0,1,1
12,9246,0,1,1,0,1,1,1,2,1, WF-240, BF-203, WF-221,55,1,1,0,0,0,0
12,9303,0,9,4,0,3,0,2,0,1, BM-017, BM-017, WM-012,30,0,2,0,0,0,0
12,9523,1,5,10,14,18,13,9,15,16, BM-038, BM-017, WM-012,30,0,2,0,0,2,1
12,9563,0,6,8,11,11,9,10,7,4, WM-003, BM-001, WM-003,22,0,1,0,0,1,1
12,9597,0,4,2,3,5,1,3,5,5, WM-006, BM-003, WM-006,22,0,1,0,0,0,0
12,9785,0,2,4,0,4,0,2,1,3, WM-221, BM-034, WM-221,47,0,1,0,0,0,0
12,9953,1,3,10,10,13,7,13,11,11, BM-003, BM-010, WM-010,23,0,2,0,0,1,1
12,10656,0,4,7,7,5,5,3,3,3, BM-009, BM-036, WM-024,20,0,2,0,0,0,1
12,10935,1,9,16,20,20,19,17,19,18, LM-202, BM-020, WM-014,31,0,3,1,0,7,0
13,210,1,7,16,18,19,19,18,19,17, BM-004, BM-004, WM-002,32,0,2,0,0,3,1
13,366,1,8,11,16,12,14,12,13,16, WM-006, BM-015, WM-017,22,0,1,0,0,1,0
13,1144,0,5,20,17,18,17,18,19,17, BF-007, BF-007, WF-002,29,1,2,0,0,3,1
13,1244,0,4,12,13,12,14,13,15,15, WM-221, BM-034, WM-221,47,0,1,0,0,2,1
13,1530,0,1,1,1,1,3,0,2,1, empty,NA,NA,69,0,3,0,0,0,0
13,1682,0,1,8,14,17,14,17,14,10, WM-201, BM-209,NA,40,0,1,0,0,3,1
13,1874,0,4,1,9,6,6,6,8,8, WF-001, BF-003, WF-003,28,1,1,0,0,1,0
13,2446,1,3,6,3,10,6,9,7,4, WM-003, BM-002, WM-004,23,0,1,0,0,0,1
13,2484,0,1,5,1,2,3,2,1,1, WM-248, BM-213, WM-248,50,0,1,0,0,0,0
13,2519,1,7,19,20,19,19,20,17,18, BM-017, BM-017, WM-012,32,0,2,1,3,24,1
13,2654,0,7,14,13,19,12,19,18,16, BM-003, BM-010, WM-010,27,0,2,0,0,3,0
13,2681,0,3,5,11,9,10,8,7,8, BM-025, BM-025, WM-201,43,0,2,0,0,1,1
13,2865,1,4,16,14,19,13,20,18,15, BM-005, BM-013, WM-015,22,0,2,0,0,2,1
13,3113,1,3,12,15,17,14,18,15,14, LM-201, BM-018, WM-013,34,0,3,0,0,2,1
13,3480,0,2,1,6,8,6,5,4,3, BM-034, BM-034, WM-221,53,0,2,0,0,1,0
13,3488,0,1,10,13,15,16,14,12,10, WM-023, BM-206, WM-258,36,0,1,0,0,2,1
13,3636,0,6,17,19,20,19,18,16,16, BF-211, BF-203, WF-221,54,1,2,0,0,7,1
13,4476,1,8,17,20,19,18,20,18,19, empty,NA,NA,60,0,2,0,0,19,1
13,4612,1,7,18,18,16,18,20,17,19, WM-002, BM-011, WM-011,31,0,1,0,0,4,1
13,4834,0,5,15,18,17,16,18,14,18, BF-003, BF-001, WF-001,27,1,2,0,0,3,1
13,4933,0,8,19,20,20,19,20,19,17, BM-012, BM-012, WM-018,37,0,2,0,0,14,1
13,5128,0,2,4,4,5,4,5,8,6, LM-215, BM-012, WM-018,39,0,3,0,0,1,0
13,5138,1,7,4,2,6,4,2,6,7, WM-024, BM-009, WM-001,21,0,1,0,0,0,1
13,5535,1,6,14,14,15,12,17,12,10, WM-001, BM-009, WM-001,21,0,1,0,0,1,1
13,5727,0,5,20,19,17,19,20,19,19, BM-021, BM-021, WM-023,40,0,2,0,0,21,1
13,5921,1,3,15,17,16,17,18,20,19, WM-223, BM-212, WM-223,52,0,1,0,0,4,0
13,6022,1,3,13,19,17,19,18,17,17, empty,NA,NA,58,0,1,0,0,5,1
13,6570,0,4,14,16,15,15,14,18,16, WM-249, BM-218, WM-249,47,0,1,0,0,2,1
13,6631,1,5,1,1,2,3,3,2,1, BM-033, BM-044, WM-225,43,0,2,0,0,0,1
13,6661,0,2,5,2,6,3,2,6,5, WM-004, BM-003, WM-006,24,0,1,0,0,0,1
13,7381,0,6,1,0,3,4,1,4,4, BF-027, BF-027, WF-026,43,1,2,0,0,0,1
13,7488,1,8,7,4,7,4,7,8,3, BM-009, BM-036, WM-024,21,0,2,0,0,0,1
13,7581,1,1,6,4,4,7,6,8,10, BM-002, BM-005, WM-009,27,0,2,0,0,0,0
13,7821,0,8,8,9,13,9,10,8,7, WM-012, BM-004, WM-002,30,0,1,0,0,1,1
13,7962,0,1,1,1,3,2,1,1,2, BF-024, BF-024, WF-014,41,1,2,0,0,0,1
13,8000,1,3,7,12,13,7,14,16,12, BF-001, BF-001, WF-001,26,1,2,0,0,1,1
13,8264,1,3,3,8,11,9,7,4,5, BM-011, BM-011, WM-011,30,0,2,0,0,1,1
13,8285,1,6,17,20,18,18,20,19,20, BM-001, BM-001, WM-003,28,0,2,0,0,8,0
13,8355,0,4,15,9,16,16,13,14,8, BM-015, BM-003, WM-006,28,0,2,0,0,2,1
13,8761,1,2,17,18,18,19,20,17,18, WM-011, BM-017, WM-012,32,0,1,0,0,4,0
13,8794,0,2,3,7,9,8,6,6,1, WF-002, BF-009, WF-008,30,1,1,0,0,1,1
13,9041,0,1,5,4,3,5,3,3,2, WM-220, BM-221,NA,36,0,1,0,0,0,0
13,9392,0,5,3,3,5,4,4,6,8, empty, BM-225,NA,53,0,1,0,0,1,0
13,9475,0,1,3,5,7,8,7,2,5, BM-018, BM-018, WM-013,31,0,2,0,0,1,1
13,9745,1,7,10,11,17,9,15,9,9, BM-013, BM-002, WM-004,23,0,2,0,0,2,0
13,10243,0,3,1,0,2,1,0,1,2, LF-200, BF-007, WF-002,29,1,3,0,0,0,0
13,10449,0,2,7,11,14,12,13,14,15, BF-203, BF-203, WF-221,51,1,2,0,0,3,0
13,10643,0,10,5,1,3,4,2,1,1, BM-016, BM-005, WM-009,22,0,2,0,0,0,0
13,10686,0,1,2,1,1,5,2,2,3, WM-018, BM-033, WM-220,36,0,1,0,0,0,1
13,10975,0,2,6,5,13,10,11,6,5, BM-010, BM-001, WM-003,25,0,2,0,0,1,1
14,98,1,6,19,19,20,19,17,19,16, BM-003, BM-003, WM-006,27,0,2,0,1,6,1
14,277,1,8,20,19,20,19,19,19,17, BM-213, BM-212, WM-223,47,0,2,0,0,23,0
14,622,0,6,1,1,0,2,3,0,0, WF-014, BF-024, WF-014,39,1,1,0,0,0,0
14,754,1,4,17,14,19,15,18,18,19, BM-020, BM-011, WM-011,29,0,2,0,0,4,1
14,844,0,6,16,13,16,17,13,17,19, empty,NA,NA,58,0,2,0,0,6,1
14,1128,0,5,2,1,0,2,0,1,0, WF-001, BF-001, WF-001,22,1,1,0,0,0,0
14,1250,1,8,20,19,20,19,19,19,19, BM-011, BM-011, WM-011,35,0,2,0,0,13,1
14,1325,0,1,4,2,2,3,0,1,0, BF-203, BF-203, WF-221,52,1,2,0,0,0,1
14,1430,0,4,2,0,0,3,3,1,3, LM-203, BM-034, WM-221,47,0,3,0,0,0,0
14,1604,1,5,18,12,17,15,13,14,16, BM-025, BM-033, WM-220,36,0,2,0,0,4,0
14,2220,1,4,19,17,18,19,20,19,20, BM-034, BM-034, WM-221,52,0,2,0,0,15,0
14,2320,1,4,6,7,8,4,5,7,2, BF-004, BF-003, WF-003,22,1,2,0,0,0,1
14,2511,0,3,13,12,14,15,14,16,16, LM-215, BM-025, WM-201,37,0,3,0,0,2,0
14,2537,0,2,2,1,2,2,0,0,0, BF-003, BF-003, WF-003,27,1,2,0,0,0,0
14,2766,1,8,20,17,18,20,19,18,18, BM-002, BM-002, WM-004,28,0,2,0,0,8,1
14,3337,1,8,19,19,19,20,19,20,20, BM-004, BM-004, WM-002,32,0,2,0,0,14,1
14,3387,1,1,4,6,7,11,12,6,8, BM-212, BM-212, WM-223,52,0,2,0,0,1,0
14,3631,0,1,1,0,1,1,1,1,1, WF-026, BF-024, WF-014,36,1,1,0,0,0,0
14,3722,1,7,9,5,9,8,10,9,5, BM-019, BM-002, WM-004,23,0,2,0,0,1,0
14,3818,0,4,6,2,5,8,6,1,5, BM-010, BM-010, WM-010,23,0,2,0,0,1,0
14,3841,0,2,5,4,4,8,9,3,9, empty,NA,NA,56,0,1,0,0,1,1
14,3925,1,3,6,8,9,8,5,4,3, BM-001, BM-001, WM-003,22,0,2,0,0,0,1
14,4335,0,9,4,5,5,6,7,1,4, BM-012, BM-012, WM-018,37,0,2,0,0,0,1
14,4336,0,4,10,5,6,10,10,6,3, BM-015, BM-015, WM-017,23,0,2,0,0,1,1
14,4761,1,2,13,9,10,10,10,12,14, LM-201, BM-018, WM-013,30,0,3,0,0,2,0
14,4776,1,2,15,9,14,12,13,17,15, BM-044, BM-021, WM-023,38,0,2,0,0,3,1
14,5432,1,1,20,17,17,18,16,19,19, empty,NA,NA,56,0,1,0,0,9,0
14,5544,0,4,12,10,13,11,14,15,13, BF-005, BF-004, WF-005,24,1,2,0,0,2,1
14,5634,0,1,0,2,1,2,1,0,0, WM-018, BM-021, WM-023,39,0,1,0,0,0,1
14,6320,1,10,20,20,20,20,20,19,20, BM-021, BM-025, WM-201,39,0,2,0,0,21,1
14,6525,1,1,7,5,5,7,8,3,4, WM-221, BM-213, WM-248,51,0,1,0,0,1,1
14,6996,1,5,3,3,2,2,3,2,2, BF-002, BF-002, WF-022,21,1,2,0,0,0,0
14,7123,1,2,2,2,2,1,2,3,1, BM-023, BM-003, WM-006,27,0,2,0,0,0,0
14,7355,0,3,14,8,10,12,10,4,11, WF-002, BF-007, WF-002,35,1,1,0,0,2,0
14,7526,1,3,1,3,0,1,2,3,1, WM-003, BM-001, WM-003,23,0,1,0,0,0,0
14,7607,0,3,12,10,8,12,11,6,10, BF-001, BF-001, WF-001,23,1,2,0,0,1,1
14,8060,0,1,4,1,2,2,2,1,1, empty,NA,NA,62,0,1,0,0,0,1
14,8129,1,9,19,18,19,19,18,19,19, BM-024, BM-005, WM-009,27,0,2,0,0,5,1
14,8140,1,10,20,19,20,20,20,20,19, BM-018, BM-018, WM-013,31,0,2,3,0,16,1
14,8239,0,10,19,19,19,19,19,19,20, BM-005, BM-005, WM-009,28,0,2,0,0,7,1
14,8354,1,8,18,19,20,19,19,19,18, WM-002, BM-004, WM-002,29,0,1,1,0,9,1
14,8379,0,1,0,1,2,1,1,1,1, empty,NA,NA,76,0,4,0,0,0,1
14,8681,1,9,19,20,20,19,20,20,18, BM-017, BM-017, WM-012,33,0,2,0,0,12,1
14,8962,0,3,3,2,0,3,2,2,3, WM-011, BM-017, WM-012,32,0,1,0,0,0,0
14,9129,0,6,15,10,11,15,14,10,11, BM-013, BM-013, WM-015,26,0,2,0,0,2,1
14,9730,0,2,1,3,2,2,2,3,2, WM-012, BM-020, WM-014,30,0,1,0,0,0,0
14,9867,0,3,19,15,19,16,16,19,18, BM-033, BM-012, WM-018,41,0,2,0,0,6,1
14,9894,1,9,20,20,19,19,19,20,20, WF-008, BF-007, WF-002,34,1,1,0,0,10,1
14,10359,0,6,9,4,11,13,10,9,11, BM-016, BM-016, WM-019,25,0,2,0,0,2,0
14,10622,0,6,19,17,16,17,15,19,18, BF-024, BF-027, WF-026,44,1,2,0,0,6,1
15,70,0,4,2,3,2,2,4,2,2, BM-004, BM-011, WM-011,29,0,2,0,0,0,1
15,728,1,1,15,16,20,18,19,19,17, LM-202, BM-017, WM-012,34,0,3,0,0,4,1
15,863,0,4,17,19,20,17,20,19,19, WM-220, BM-021, WM-023,40,0,1,0,0,5,1
15,934,1,5,18,17,19,19,20,18,18, BM-023, BM-010, WM-010,25,0,2,0,0,4,1
15,963,0,5,13,13,15,13,14,10,7, WM-003, BM-001, WM-003,25,0,1,0,0,1,1
15,990,0,6,5,7,5,5,5,3,4, WF-014, BF-024, WF-014,45,1,1,0,0,1,1
15,1196,0,1,5,3,1,2,2,2,1, WM-012, BM-018, WM-013,31,0,1,0,0,0,0
15,1241,1,3,7,5,6,8,9,8,6, WM-002, BM-004, WM-002,34,0,1,0,0,1,0
15,1452,1,5,8,3,7,7,8,3,4, WF-022, BF-002, WF-022,21,1,1,0,1,0,0
15,2278,1,1,0,2,1,0,1,0,2, empty,NA,NA,63,0,1,0,0,0,0
15,2402,1,7,19,18,19,20,20,19,19, BM-034, BM-034, WM-221,46,0,2,0,0,15,1
15,2438,0,1,2,1,1,1,2,1,2, empty,NA,NA,67,0,4,0,0,0,0
15,2583,0,3,18,18,19,15,16,16,16, WF-002, BF-009, WF-008,35,1,1,0,0,4,1
15,2632,0,1,13,17,15,16,19,15,15, empty,NA,NA,56,0,1,0,0,4,1
15,3774,0,1,1,1,1,2,1,1,2, empty,NA,NA,61,0,1,0,0,0,0
15,3805,1,2,9,6,1,1,6,4,6, WM-006, BM-001, WM-003,28,0,1,0,0,0,1
15,3999,0,1,9,9,5,8,11,8,7, BM-021, BM-206, WM-258,41,0,2,0,0,1,1
15,4159,1,2,9,9,4,7,7,8,5, WM-201, BM-044, WM-225,41,0,1,0,0,1,1
15,4288,0,1,8,10,7,8,6,11,12, WM-223, BM-212, WM-223,51,0,1,0,0,2,1
15,4397,1,4,11,11,11,11,10,13,12, BM-025, BM-012, WM-018,37,0,2,0,0,2,1
15,4931,1,1,2,0,1,0,2,0,2, WM-221, BM-034, WM-221,50,0,1,0,0,0,1
15,5042,1,7,19,19,20,20,20,19,20, BM-012, BM-012, WM-018,45,0,2,0,0,13,0
15,5052,0,4,4,5,2,4,5,2,3, WM-023, BM-033, WM-220,44,0,1,0,0,0,1
15,5326,1,4,10,15,15,16,15,18,17, WM-013, BM-020, WM-014,34,0,1,0,0,3,0
15,5935,1,4,20,19,17,18,20,18,19, BM-002, BM-005, WM-009,24,0,2,0,0,3,1
15,5951,0,2,5,1,1,1,1,1,3, LF-202, BF-010, WF-018,33,1,3,0,0,0,1
15,6249,1,3,6,11,14,12,16,10,9, WM-018, BM-025, WM-201,38,0,1,0,0,2,1
15,6864,1,10,18,19,19,19,19,19,20, BM-005, BM-013, WM-015,26,0,2,0,0,6,0
15,7166,0,5,5,5,1,8,4,5,5, BF-007, BF-009, WF-008,33,1,2,0,0,1,1
15,7206,1,2,17,17,19,18,18,19,19, LM-215, BM-021, WM-023,37,0,3,0,0,6,1
15,7320,1,8,16,18,19,17,20,18,17, WM-004, BM-019, WM-026,22,0,1,0,2,3,1
15,7341,1,5,3,5,1,3,5,4,3, BM-015, BM-002, WM-004,25,0,2,0,0,0,0
15,7459,1,8,19,17,19,20,20,19,20, BM-001, BM-002, WM-004,26,0,2,0,0,10,1
15,7807,1,8,19,18,19,20,20,19,20, WM-014, BM-022, WM-016,34,0,1,0,0,13,1
15,7868,0,3,2,7,0,5,5,2,3, BF-024, BF-024, WF-014,37,1,2,0,0,0,1
15,7894,0,8,10,4,3,6,8,6,6, BM-009, BM-009, WM-001,20,0,2,0,0,0,1
15,7916,0,7,5,2,1,3,6,3,4, BM-003, BM-010, WM-010,25,0,2,0,0,0,1
15,8223,0,10,20,19,20,20,19,20,19, WF-008, BF-007, WF-002,31,1,1,0,0,14,1
15,8728,0,6,4,2,0,6,2,2,1, WF-001, BF-001, WF-001,24,1,1,0,0,0,0
15,8866,0,3,9,4,2,5,6,7,6, LF-200, BF-007, WF-002,34,1,3,0,0,1,0
15,9136,0,4,19,18,20,19,20,19,16, BM-016, BM-003, WM-006,26,0,2,0,0,5,1
15,9436,1,7,18,18,20,20,20,20,18, BM-019, BM-005, WM-009,27,0,2,0,0,11,1
15,9509,1,7,19,18,20,20,20,20,19, BM-010, BM-015, WM-017,27,0,2,0,0,9,1
15,9556,0,2,6,15,12,12,14,7,10, LM-201, BM-004, WM-002,30,0,3,0,0,1,1
15,10271,0,3,11,10,10,12,10,7,10, LM-210, BM-018, WM-013,33,0,3,0,0,2,0
15,10484,0,1,11,14,17,15,13,12,14, WM-011, BM-011, WM-011,29,0,1,0,0,2,0
15,10509,0,7,19,18,16,16,20,17,16, BM-013, BM-016, WM-019,25,0,2,0,1,3,1
15,10660,1,2,8,2,3,6,5,4,2, LM-200, BM-003, WM-006,23,0,3,0,0,0,0
15,10871,0,1,2,4,2,2,2,2,2, WF-026, BF-027, WF-026,43,1,1,0,0,0,0
15,10894,0,4,14,16,15,18,17,17,18, BM-011, BM-017, WM-012,33,0,2,0,0,3,1
16,67,1,8,20,20,20,19,20,20,17, BM-011, BM-017, WM-012,35,0,2,1,0,13,1
16,533,1,5,3,2,2,4,2,2,1, BF-001, BF-001, WF-001,23,1,2,0,0,0,1
16,640,1,7,6,2,7,4,6,9,7, BM-036, BM-009, WM-001,20,0,2,0,0,0,1
16,646,1,1,5,6,6,7,3,5,2, LM-204, BM-034, WM-221,48,0,3,0,0,1,0
16,654,0,1,4,4,3,0,3,2,1, WM-002, BM-011, WM-011,33,0,1,0,0,0,1
16,692,1,5,17,18,17,18,19,20,17, BM-018, BM-020, WM-014,29,0,2,0,0,3,1
16,1729,1,2,6,6,10,7,8,5,5, BM-025, BM-012, WM-018,39,0,2,0,0,1,0
16,1787,0,5,5,5,7,7,3,2,4, BM-003, BM-010, WM-010,24,0,2,0,0,0,1
16,2054,0,2,2,5,4,7,4,8,4, WM-006, BM-002, WM-004,25,0,1,0,0,0,1
16,2262,1,3,5,2,3,3,3,3,2, BM-015, BM-013, WM-015,23,0,2,0,0,0,0
16,2291,0,1,1,2,6,5,2,3,5, empty,NA,NA,72,0,1,0,0,1,0
16,2382,1,6,20,20,19,19,20,18,18, empty,NA,NA,58,0,2,0,0,24,1
16,2874,1,2,10,15,17,12,14,17,16, BM-004, BM-004, WM-002,33,0,2,0,0,2,0
16,2914,0,9,4,12,12,13,8,11,7, BM-020, BM-011, WM-011,29,0,2,0,0,1,1
16,3438,1,6,3,3,3,6,3,5,0, WM-010, BM-015, WM-017,26,0,1,0,0,0,0
16,3674,0,2,1,2,0,4,0,1,1, BF-009, BF-010, WF-018,32,1,2,0,0,0,1
16,4112,0,3,13,13,14,13,13,9,10, BM-009, BM-009, WM-001,21,0,2,0,0,1,1
16,4408,0,1,17,17,17,19,18,19,18, BM-033, BM-025, WM-201,42,0,2,0,0,3,1
16,4518,1,3,19,18,20,20,20,17,19, BM-005, BM-001, WM-003,24,0,2,0,0,5,1
16,4534,0,2,2,0,4,2,0,2,1, BF-007, BF-009, WF-008,32,1,2,0,0,0,0
16,4641,0,4,3,7,7,4,6,9,2, WF-008, BF-015, WF-033,35,1,1,0,0,1,0
16,4873,1,6,18,18,16,17,17,17,16, BF-003, BF-003, WF-003,27,1,2,0,0,4,1
16,5650,0,4,20,19,19,19,19,20,20, BM-013, BM-010, WM-010,28,0,2,0,0,5,1
16,5655,0,3,2,2,2,2,1,2,0, WF-001, BF-001, WF-001,25,1,1,0,0,0,0
16,5793,1,3,9,13,14,13,13,13,9, BF-024, BF-024, WF-014,36,1,2,0,0,1,1
16,6043,0,3,12,16,12,14,11,10,16, WM-248, BM-213, WM-248,50,0,1,0,0,3,1
16,6264,0,10,5,1,2,2,2,1,3, BF-011, BF-007, WF-002,29,1,2,0,0,0,1
16,6278,0,2,2,2,5,5,5,4,3, BF-010, BF-011, WF-023,30,1,2,0,0,0,1
16,6432,0,5,15,20,15,20,15,16,16, WF-014, BF-024, WF-014,42,1,1,0,0,3,1
16,6481,0,4,1,1,3,1,3,2,1, BF-004, BF-004, WF-005,23,1,2,0,0,0,0
16,6503,1,2,9,5,10,8,11,6,5, LM-215, BM-021, WM-023,37,0,3,0,0,1,1
16,6791,0,1,17,17,12,17,16,19,18, empty,NA,NA,57,0,2,0,0,3,1
16,6875,0,8,12,9,12,10,12,9,8, WM-003, BM-002, WM-004,22,0,1,0,0,0,1
16,7037,1,10,19,20,20,18,20,20,19, BM-001, BM-001, WM-003,26,0,2,0,1,6,1
16,7051,0,1,3,4,4,6,7,3,2, empty,NA,NA,56,0,2,0,0,1,1
16,7738,0,2,14,14,11,14,13,9,11, WM-011, BM-004, WM-002,32,0,1,0,0,2,1
16,7903,0,1,1,1,2,1,1,2,1, BF-203, BF-203, WF-221,52,1,2,0,0,0,0
16,7948,0,6,3,1,1,3,2,3,2, BM-002, BM-003, WM-006,27,0,2,0,0,0,1
16,8479,1,4,17,17,14,15,17,15,15, BM-034, BM-225,NA,47,0,2,0,0,4,1
16,8560,0,1,12,17,14,15,12,15,12, WM-223, BM-212, WM-223,47,0,1,0,0,2,0
16,8724,1,9,20,19,19,20,20,20,18, BM-021, BM-021, WM-023,42,0,2,1,0,7,1
16,8867,0,10,18,19,17,17,16,17,18, WM-009, BM-005, WM-009,24,0,1,0,0,6,1
16,9072,1,7,15,14,16,16,15,15,17, BM-012, BM-012, WM-018,37,0,2,0,0,4,0
16,9106,1,2,18,20,18,18,18,18,20, WF-002, BF-007, WF-002,32,1,1,0,0,2,1
16,9506,1,9,3,2,4,5,4,4,1, BM-010, BM-003, WM-006,24,0,2,0,0,0,0
16,9632,0,1,7,13,12,12,15,10,12, WM-221, BM-034, WM-221,46,0,1,0,0,1,1
16,9914,1,4,20,20,19,18,19,20,18, WM-004, BM-005, WM-009,23,0,1,0,1,4,0
16,9942,0,1,1,1,5,1,2,5,3, LM-203, BM-212, WM-223,46,0,3,0,0,0,1
16,10626,0,1,1,0,2,3,2,1,3, WM-249, BM-218, WM-249,46,0,1,0,0,0,1
16,10659,1,10,19,19,20,19,20,18,17, BM-017, BM-018, WM-013,30,0,2,0,1,18,1
17,156,1,6,19,20,17,19,17,19,20, WM-003, BM-001, WM-003,24,0,1,0,1,8,1
17,222,0,1,3,3,2,0,2,4,2, WF-014, BF-024, WF-014,43,1,1,0,0,0,0
17,446,0,6,3,4,6,2,5,3,1, BF-002, BF-002, WF-022,21,1,2,0,0,0,0
