blockID,defID,turkScore0,turkScore1,turkScore2,groundTruth,compasScore,defAge,defGender,defRace,defJuvFelCount,defJuvMisdCount,defPriorsCount,defChargeDegree
8,265,17,17,18,1,6,28,0,2,0,0,6,0
8,3483,4,5,7,0,1,39,0,1,0,0,0,0
8,4255,3,1,4,0,5,27,0,1,0,0,0,1
8,4436,17,16,18,1,10,23,0,2,0,0,4,1
8,5485,2,0,0,1,8,22,0,2,0,0,0,1
8,6205,20,20,19,1,1,53,0,2,0,0,15,1
8,6443,16,17,17,0,5,28,0,1,0,0,5,1
8,6658,2,3,2,1,4,39,0,2,0,0,0,1
8,7445,5,6,3,1,8,31,0,3,0,0,1,1
8,763,20,19,19,1,5,26,0,3,0,0,7,1
8,765,20,20,17,1,6,66,0,2,0,0,33,1
8,7788,20,20,19,1,6,33,0,2,0,0,7,1
8,7914,3,1,1,0,1,55,0,1,0,0,0,0
8,8045,19,18,20,1,9,23,0,1,0,0,6,1
8,8526,2,3,1,0,9,26,1,2,0,0,0,0
8,9832,5,7,5,1,4,25,0,1,0,0,1,0
9,10369,5,4,5,0,1,29,0,3,0,0,1,1
9,10652,15,13,15,1,6,33,0,2,0,0,3,0
9,10925,12,16,13,1,2,26,0,1,0,0,3,0
9,10985,18,20,19,1,10,30,0,2,0,1,19,1
9,1212,3,2,7,1,5,24,1,2,0,0,1,0
9,1559,19,20,19,0,4,24,0,1,1,2,3,0
9,1689,8,8,10,1,1,54,0,1,0,0,3,0
9,2567,1,3,5,0,6,38,0,1,0,0,1,0
9,5074,3,2,4,1,1,33,0,2,0,0,1,0
9,5342,14,13,10,0,5,47,0,1,0,0,3,0
9,5420,12,13,15,1,4,22,0,2,0,0,2,1
9,5600,1,4,2,1,5,25,0,2,0,0,0,0
9,5670,19,20,19,1,8,18,0,1,5,0,4,1
9,6916,7,6,12,0,6,23,0,2,0,0,1,1
9,7178,18,19,18,1,6,43,0,2,0,0,7,1
9,7323,20,16,19,1,5,41,0,2,0,0,19,1
9,8118,17,16,13,0,6,34,0,2,0,0,4,0
9,8259,1,2,0,0,1,58,0,2,0,0,0,1
9,8292,19,20,20,1,10,28,0,2,0,8,12,1
9,8306,19,19,20,1,9,43,0,2,0,0,15,0
9,8705,19,20,19,1,9,22,1,2,0,0,4,1
9,8791,0,1,1,0,6,29,1,1,0,0,0,0
9,8847,14,14,17,1,5,39,1,2,0,0,3,1
9,9055,0,2,0,1,4,21,1,3,0,0,0,0
9,9367,19,19,18,1,9,25,1,2,0,0,7,1
