conditionID,raceTextShown,imageShown,blockID,defID,groundTruth,compasScore,turkerScore,turkerScore1to10,imageID,defEthnicity,defGender,defAge,defJuvFelCount,defJuvMisdCount,defPriorsCount,defChargeID,defChargeDegree
4,0,0,15,4931,1,1,0,1, WM-221,1,0,50,0,0,0,169,1
1,1,1,13,4933,0,8,10,10, BM-012,2,0,37,0,0,14,129,1
2,1,0,13,4933,0,8,10,10, BM-012,2,0,37,0,0,14,129,1
3,0,1,13,4933,0,8,9.5,9.55, BM-012,2,0,37,0,0,14,129,1
4,0,0,13,4933,0,8,9.5,9.55, BM-012,2,0,37,0,0,14,129,1
1,1,1,12,4940,1,10,9.5,9.55, BM-018,2,0,34,0,0,9,246,1
2,1,0,12,4940,1,10,8.5,8.65, BM-018,2,0,34,0,0,9,246,1
3,0,1,12,4940,1,10,8.5,8.65, BM-018,2,0,34,0,0,9,246,1
4,0,0,12,4940,1,10,9.5,9.55, BM-018,2,0,34,0,0,9,246,1
1,1,1,2,4943,1,9,9,9.1, BM-034,2,0,46,1,0,9,190,1
2,1,0,2,4943,1,9,10,10, BM-034,2,0,46,1,0,9,190,1
3,0,1,2,4943,1,9,9,9.1, BM-034,2,0,46,1,0,9,190,1
4,0,0,2,4943,1,9,9.5,9.55, BM-034,2,0,46,1,0,9,190,1
1,1,1,6,4967,1,6,10,10, BM-020,2,0,32,0,3,10,358,1
2,1,0,6,4967,1,6,10,10, BM-020,2,0,32,0,3,10,358,1
3,0,1,6,4967,1,6,10,10, BM-020,2,0,32,0,3,10,358,1
4,0,0,6,4967,1,6,9.5,9.55, BM-020,2,0,32,0,3,10,358,1
1,1,1,18,4971,1,7,10,10, BM-009,2,0,19,0,1,2,190,1
2,1,0,18,4971,1,7,8.5,8.65, BM-009,2,0,19,0,1,2,190,1
3,0,1,18,4971,1,7,9,9.1, BM-009,2,0,19,0,1,2,190,1
4,0,0,18,4971,1,7,9,9.1, BM-009,2,0,19,0,1,2,190,1
1,1,1,2,4977,1,7,10,10, WM-018,1,0,39,6,1,17,306,1
2,1,0,2,4977,1,7,10,10, WM-018,1,0,39,6,1,17,306,1
3,0,1,2,4977,1,7,10,10, WM-018,1,0,39,6,1,17,306,1
4,0,0,2,4977,1,7,9.5,9.55, WM-018,1,0,39,6,1,17,306,1
1,1,1,2,4991,1,3,8.5,8.65, empty,2,0,58,0,0,10,306,1
2,1,0,2,4991,1,3,9,9.1, empty,2,0,58,0,0,10,306,1
3,0,1,2,4991,1,3,10,10, empty,2,0,58,0,0,10,306,1
4,0,0,2,4991,1,3,9.5,9.55, empty,2,0,58,0,0,10,306,1
1,1,1,5,4996,0,1,5.5,5.95, WM-003,1,0,27,0,0,1,100,1
2,1,0,5,4996,0,1,8,8.2, WM-003,1,0,27,0,0,1,100,1
3,0,1,5,4996,0,1,7,7.3, WM-003,1,0,27,0,0,1,100,1
4,0,0,5,4996,0,1,6.5,6.85, WM-003,1,0,27,0,0,1,100,1
1,1,1,20,5001,1,2,2,2.8, BM-023,2,0,23,0,0,0,45,0
2,1,0,20,5001,1,2,1,1.9, BM-023,2,0,23,0,0,0,45,0
3,0,1,20,5001,1,2,1.5,2.35, BM-023,2,0,23,0,0,0,45,0
4,0,0,20,5001,1,2,1,1.9, BM-023,2,0,23,0,0,0,45,0
1,1,1,7,5027,1,4,9,9.1, BM-003,2,0,27,0,0,6,175,1
2,1,0,7,5027,1,4,9,9.1, BM-003,2,0,27,0,0,6,175,1
3,0,1,7,5027,1,4,9,9.1, BM-003,2,0,27,0,0,6,175,1
4,0,0,7,5027,1,4,10,10, BM-003,2,0,27,0,0,6,175,1
1,1,1,15,5042,1,7,9.5,9.55, BM-012,2,0,45,0,0,13,424,0
2,1,0,15,5042,1,7,10,10, BM-012,2,0,45,0,0,13,424,0
3,0,1,15,5042,1,7,10,10, BM-012,2,0,45,0,0,13,424,0
4,0,0,15,5042,1,7,10,10, BM-012,2,0,45,0,0,13,424,0
1,1,1,2,5049,0,2,0.5,1.45, WF-003,1,1,26,0,0,0,128,0
2,1,0,2,5049,0,2,1,1.9, WF-003,1,1,26,0,0,0,128,0
3,0,1,2,5049,0,2,2,2.8, WF-003,1,1,26,0,0,0,128,0
4,0,0,2,5049,0,2,1.5,2.35, WF-003,1,1,26,0,0,0,128,0
1,1,1,3,505,0,1,3.5,4.15, BM-020,2,0,29,0,0,0,15,1
2,1,0,3,505,0,1,3,3.7, BM-020,2,0,29,0,0,0,15,1
3,0,1,3,505,0,1,4.5,5.05, BM-020,2,0,29,0,0,0,15,1
4,0,0,3,505,0,1,3.5,4.15, BM-020,2,0,29,0,0,0,15,1
1,1,1,15,5052,0,4,2.5,3.25, WM-023,1,0,44,0,0,0,186,1
2,1,0,15,5052,0,4,1.5,2.35, WM-023,1,0,44,0,0,0,186,1
3,0,1,15,5052,0,4,2,2.8, WM-023,1,0,44,0,0,0,186,1
4,0,0,15,5052,0,4,1.5,2.35, WM-023,1,0,44,0,0,0,186,1
1,1,1,7,5057,0,1,2,2.8, BF-203,2,1,49,0,0,1,172,1
2,1,0,7,5057,0,1,3,3.7, BF-203,2,1,49,0,0,1,172,1
3,0,1,7,5057,0,1,2,2.8, BF-203,2,1,49,0,0,1,172,1
4,0,0,7,5057,0,1,2.5,3.25, BF-203,2,1,49,0,0,1,172,1
1,1,1,10,5069,1,10,9.5,9.55, BM-010,2,0,24,1,0,2,326,0
2,1,0,10,5069,1,10,10,10, BM-010,2,0,24,1,0,2,326,0
3,0,1,10,5069,1,10,8.5,8.65, BM-010,2,0,24,1,0,2,326,0
4,0,0,10,5069,1,10,9.5,9.55, BM-010,2,0,24,1,0,2,326,0
1,1,1,9,5074,1,1,1,1.9, BM-004,2,0,33,0,0,1,45,0
2,1,0,9,5074,1,1,2.5,3.25, BM-004,2,0,33,0,0,1,45,0
3,0,1,9,5074,1,1,1.5,2.35, BM-004,2,0,33,0,0,1,45,0
4,0,0,9,5074,1,1,0.5,1.45, BM-004,2,0,33,0,0,1,45,0
1,1,1,9,5096,0,4,2,2.8, BF-027,2,1,38,0,0,0,426,0
2,1,0,9,5096,0,4,2.5,3.25, BF-027,2,1,38,0,0,0,426,0
3,0,1,9,5096,0,4,1,1.9, BF-027,2,1,38,0,0,0,426,0
4,0,0,9,5096,0,4,0,1, BF-027,2,1,38,0,0,0,426,0
1,1,1,12,510,0,1,1,1.9, LM-203,3,0,51,0,0,1,31,0
2,1,0,12,510,0,1,4,4.6, LM-203,3,0,51,0,0,1,31,0
3,0,1,12,510,0,1,1,1.9, LM-203,3,0,51,0,0,1,31,0
4,0,0,12,510,0,1,2.5,3.25, LM-203,3,0,51,0,0,1,31,0
1,1,1,20,5103,0,9,9.5,9.55, LM-201,3,0,30,0,0,7,5,1
2,1,0,20,5103,0,9,9.5,9.55, LM-201,3,0,30,0,0,7,5,1
3,0,1,20,5103,0,9,9.5,9.55, LM-201,3,0,30,0,0,7,5,1
4,0,0,20,5103,0,9,8.5,8.65, LM-201,3,0,30,0,0,7,5,1
1,1,1,7,5114,1,7,10,10, empty,1,0,50,0,0,26,306,1
2,1,0,7,5114,1,7,9,9.1, empty,1,0,50,0,0,26,306,1
3,0,1,7,5114,1,7,9,9.1, empty,1,0,50,0,0,26,306,1
4,0,0,7,5114,1,7,10,10, empty,1,0,50,0,0,26,306,1
1,1,1,17,5123,1,3,9.5,9.55, BM-018,2,0,31,0,0,3,60,1
2,1,0,17,5123,1,3,8.5,8.65, BM-018,2,0,31,0,0,3,60,1
3,0,1,17,5123,1,3,9.5,9.55, BM-018,2,0,31,0,0,3,60,1
4,0,0,17,5123,1,3,9.5,9.55, BM-018,2,0,31,0,0,3,60,1
1,1,1,4,5127,0,4,1.5,2.35, WF-001,1,1,25,0,0,0,128,0
2,1,0,4,5127,0,4,2,2.8, WF-001,1,1,25,0,0,0,128,0
3,0,1,4,5127,0,4,2,2.8, WF-001,1,1,25,0,0,0,128,0
4,0,0,4,5127,0,4,0.5,1.45, WF-001,1,1,25,0,0,0,128,0
1,1,1,13,5128,0,2,2,2.8, LM-215,3,0,39,0,0,1,45,0
2,1,0,13,5128,0,2,3.5,4.15, LM-215,3,0,39,0,0,1,45,0
3,0,1,13,5128,0,2,2.5,3.25, LM-215,3,0,39,0,0,1,45,0
4,0,0,13,5128,0,2,3.5,4.15, LM-215,3,0,39,0,0,1,45,0
1,1,1,6,5134,1,9,10,10, WM-010,1,0,27,0,0,18,175,1
2,1,0,6,5134,1,9,9.5,9.55, WM-010,1,0,27,0,0,18,175,1
3,0,1,6,5134,1,9,9.5,9.55, WM-010,1,0,27,0,0,18,175,1
4,0,0,6,5134,1,9,9,9.1, WM-010,1,0,27,0,0,18,175,1
1,1,1,13,5138,1,7,1,1.9, WM-024,1,0,21,0,0,0,303,1
2,1,0,13,5138,1,7,2.5,3.25, WM-024,1,0,21,0,0,0,303,1
3,0,1,13,5138,1,7,2,2.8, WM-024,1,0,21,0,0,0,303,1
4,0,0,13,5138,1,7,1.5,2.35, WM-024,1,0,21,0,0,0,303,1
1,1,1,19,5177,1,1,5,5.5, LM-228,3,0,37,0,0,3,45,0
2,1,0,19,5177,1,1,5,5.5, LM-228,3,0,37,0,0,3,45,0
3,0,1,19,5177,1,1,6,6.4, LM-228,3,0,37,0,0,3,45,0
4,0,0,19,5177,1,1,5.5,5.95, LM-228,3,0,37,0,0,3,45,0
1,1,1,3,5213,0,2,7.5,7.75, LM-201,3,0,33,0,0,3,127,0
2,1,0,3,5213,0,2,8.5,8.65, LM-201,3,0,33,0,0,3,127,0
3,0,1,3,5213,0,2,10,10, LM-201,3,0,33,0,0,3,127,0
4,0,0,3,5213,0,2,8.5,8.65, LM-201,3,0,33,0,0,3,127,0
1,1,1,3,5217,1,1,1,1.9, BM-012,2,0,37,0,0,0,169,1
2,1,0,3,5217,1,1,1.5,2.35, BM-012,2,0,37,0,0,0,169,1
3,0,1,3,5217,1,1,1.5,2.35, BM-012,2,0,37,0,0,0,169,1
4,0,0,3,5217,1,1,2,2.8, BM-012,2,0,37,0,0,0,169,1
1,1,1,7,5223,1,5,5,5.5, BF-003,2,1,23,0,0,1,268,1
2,1,0,7,5223,1,5,3,3.7, BF-003,2,1,23,0,0,1,268,1
3,0,1,7,5223,1,5,5,5.5, BF-003,2,1,23,0,0,1,268,1
4,0,0,7,5223,1,5,9,9.1, BF-003,2,1,23,0,0,1,268,1
1,1,1,8,5224,1,8,3,3.7, BM-015,2,0,25,0,0,0,277,1
2,1,0,8,5224,1,8,4,4.6, BM-015,2,0,25,0,0,0,277,1
3,0,1,8,5224,1,8,5,5.5, BM-015,2,0,25,0,0,0,277,1
4,0,0,8,5224,1,8,4,4.6, BM-015,2,0,25,0,0,0,277,1
1,1,1,10,5249,0,4,1,1.9, BM-002,2,0,28,0,0,0,236,1
2,1,0,10,5249,0,4,1,1.9, BM-002,2,0,28,0,0,0,236,1
3,0,1,10,5249,0,4,1.5,2.35, BM-002,2,0,28,0,0,0,236,1
4,0,0,10,5249,0,4,0.5,1.45, BM-002,2,0,28,0,0,0,236,1
1,1,1,3,526,0,6,5,5.5, WF-022,1,1,21,0,0,0,306,1
2,1,0,3,526,0,6,3.5,4.15, WF-022,1,1,21,0,0,0,306,1
3,0,1,3,526,0,6,4,4.6, WF-022,1,1,21,0,0,0,306,1
4,0,0,3,526,0,6,4,4.6, WF-022,1,1,21,0,0,0,306,1
1,1,1,7,5263,1,10,10,10, BM-009,2,0,19,2,1,3,71,1
2,1,0,7,5263,1,10,9.5,9.55, BM-009,2,0,19,2,1,3,71,1
3,0,1,7,5263,1,10,10,10, BM-009,2,0,19,2,1,3,71,1
4,0,0,7,5263,1,10,10,10, BM-009,2,0,19,2,1,3,71,1
1,1,1,2,5270,0,4,0.5,1.45, BM-022,2,0,31,0,0,0,45,0
2,1,0,2,5270,0,4,2.5,3.25, BM-022,2,0,31,0,0,0,45,0
3,0,1,2,5270,0,4,1,1.9, BM-022,2,0,31,0,0,0,45,0
4,0,0,2,5270,0,4,1,1.9, BM-022,2,0,31,0,0,0,45,0
1,1,1,20,5297,1,8,9.5,9.55, BF-007,2,1,30,0,0,15,45,0
2,1,0,20,5297,1,8,8.5,8.65, BF-007,2,1,30,0,0,15,45,0
3,0,1,20,5297,1,8,10,10, BF-007,2,1,30,0,0,15,45,0
4,0,0,20,5297,1,8,9.5,9.55, BF-007,2,1,30,0,0,15,45,0
1,1,1,5,5307,0,4,9.5,9.55, BM-021,2,0,36,0,0,4,306,1
2,1,0,5,5307,0,4,8.5,8.65, BM-021,2,0,36,0,0,4,306,1
3,0,1,5,5307,0,4,9,9.1, BM-021,2,0,36,0,0,4,306,1
4,0,0,5,5307,0,4,9,9.1, BM-021,2,0,36,0,0,4,306,1
1,1,1,15,5326,1,4,7.5,7.75, WM-013,1,0,34,0,0,3,45,0
2,1,0,15,5326,1,4,7.5,7.75, WM-013,1,0,34,0,0,3,45,0
3,0,1,15,5326,1,4,8,8.2, WM-013,1,0,34,0,0,3,45,0
4,0,0,15,5326,1,4,7,7.3, WM-013,1,0,34,0,0,3,45,0
1,1,1,16,533,1,5,1,1.9, BF-001,2,1,23,0,0,0,129,1
2,1,0,16,533,1,5,1,1.9, BF-001,2,1,23,0,0,0,129,1
3,0,1,16,533,1,5,2,2.8, BF-001,2,1,23,0,0,0,129,1
4,0,0,16,533,1,5,2,2.8, BF-001,2,1,23,0,0,0,129,1
1,1,1,6,5330,1,1,0.5,1.45, BM-022,2,0,29,0,0,0,134,0
2,1,0,6,5330,1,1,1,1.9, BM-022,2,0,29,0,0,0,134,0
3,0,1,6,5330,1,1,1,1.9, BM-022,2,0,29,0,0,0,134,0
4,0,0,6,5330,1,1,1,1.9, BM-022,2,0,29,0,0,0,134,0
1,1,1,9,5342,0,5,7.5,7.75, WM-221,1,0,47,0,0,3,242,0
2,1,0,9,5342,0,5,6.5,6.85, WM-221,1,0,47,0,0,3,242,0
3,0,1,9,5342,0,5,6,6.4, WM-221,1,0,47,0,0,3,242,0
4,0,0,9,5342,0,5,5,5.5, WM-221,1,0,47,0,0,3,242,0
1,1,1,17,5349,1,10,3.5,4.15, WM-001,1,0,20,0,0,0,190,1
2,1,0,17,5349,1,10,3.5,4.15, WM-001,1,0,20,0,0,0,190,1
3,0,1,17,5349,1,10,4.5,5.05, WM-001,1,0,20,0,0,0,190,1
4,0,0,17,5349,1,10,5.5,5.95, WM-001,1,0,20,0,0,0,190,1
1,1,1,3,5352,1,2,2.5,3.25, BM-002,2,0,24,0,0,0,128,0
2,1,0,3,5352,1,2,1,1.9, BM-002,2,0,24,0,0,0,128,0
3,0,1,3,5352,1,2,1,1.9, BM-002,2,0,24,0,0,0,128,0
4,0,0,3,5352,1,2,2.5,3.25, BM-002,2,0,24,0,0,0,128,0
1,1,1,8,5354,1,9,0.5,1.45, BM-016,2,0,24,0,0,1,328,0
2,1,0,8,5354,1,9,1.5,2.35, BM-016,2,0,24,0,0,1,328,0
3,0,1,8,5354,1,9,2,2.8, BM-016,2,0,24,0,0,1,328,0
4,0,0,8,5354,1,9,2.5,3.25, BM-016,2,0,24,0,0,1,328,0
1,1,1,10,5369,0,1,0,1, BM-012,2,0,45,0,0,0,199,0
2,1,0,10,5369,0,1,0,1, BM-012,2,0,45,0,0,0,199,0
3,0,1,10,5369,0,1,1,1.9, BM-012,2,0,45,0,0,0,199,0
4,0,0,10,5369,0,1,0.5,1.45, BM-012,2,0,45,0,0,0,199,0
1,1,1,9,5370,0,2,3,3.7, BM-010,2,0,23,0,0,1,45,0
2,1,0,9,5370,0,2,3.5,4.15, BM-010,2,0,23,0,0,1,45,0
3,0,1,9,5370,0,2,4.5,5.05, BM-010,2,0,23,0,0,1,45,0
4,0,0,9,5370,0,2,3.5,4.15, BM-010,2,0,23,0,0,1,45,0
1,1,1,10,5372,0,2,2.5,3.25, BF-007,2,1,29,0,0,0,190,1
2,1,0,10,5372,0,2,1.5,2.35, BF-007,2,1,29,0,0,0,190,1
3,0,1,10,5372,0,2,4,4.6, BF-007,2,1,29,0,0,0,190,1
4,0,0,10,5372,0,2,1,1.9, BF-007,2,1,29,0,0,0,190,1
1,1,1,7,5383,1,9,5.5,5.95, BF-002,2,1,19,0,0,1,65,1
2,1,0,7,5383,1,9,6.5,6.85, BF-002,2,1,19,0,0,1,65,1
3,0,1,7,5383,1,9,5,5.5, BF-002,2,1,19,0,0,1,65,1
4,0,0,7,5383,1,9,6.5,6.85, BF-002,2,1,19,0,0,1,65,1
1,1,1,10,5387,1,1,1,1.9, BM-020,2,0,34,0,0,0,45,0
2,1,0,10,5387,1,1,1.5,2.35, BM-020,2,0,34,0,0,0,45,0
3,0,1,10,5387,1,1,1,1.9, BM-020,2,0,34,0,0,0,45,0
4,0,0,10,5387,1,1,0.5,1.45, BM-020,2,0,34,0,0,0,45,0
1,1,1,9,5420,1,4,7,7.3, BM-003,2,0,22,0,0,2,297,1
2,1,0,9,5420,1,4,6.5,6.85, BM-003,2,0,22,0,0,2,297,1
3,0,1,9,5420,1,4,7.5,7.75, BM-003,2,0,22,0,0,2,297,1
4,0,0,9,5420,1,4,6.5,6.85, BM-003,2,0,22,0,0,2,297,1
1,1,1,14,5432,1,1,8.5,8.65, empty,1,0,56,0,0,9,45,0
2,1,0,14,5432,1,1,8.5,8.65, empty,1,0,56,0,0,9,45,0
3,0,1,14,5432,1,1,9,9.1, empty,1,0,56,0,0,9,45,0
4,0,0,14,5432,1,1,7.5,7.75, empty,1,0,56,0,0,9,45,0
1,1,1,5,5433,1,8,1,1.9, BF-002,2,1,20,0,0,1,175,1
2,1,0,5,5433,1,8,5.5,5.95, BF-002,2,1,20,0,0,1,175,1
3,0,1,5,5433,1,8,5.5,5.95, BF-002,2,1,20,0,0,1,175,1
4,0,0,5,5433,1,8,2.5,3.25, BF-002,2,1,20,0,0,1,175,1
1,1,1,1,5438,1,10,6,6.4, BM-009,2,0,20,0,0,1,186,1
2,1,0,1,5438,1,10,9,9.1, BM-009,2,0,20,0,0,1,186,1
3,0,1,1,5438,1,10,7,7.3, BM-009,2,0,20,0,0,1,186,1
4,0,0,1,5438,1,10,6,6.4, BM-009,2,0,20,0,0,1,186,1
1,1,1,4,5449,0,3,5,5.5, WM-011,1,0,32,0,0,1,64,1
2,1,0,4,5449,0,3,5,5.5, WM-011,1,0,32,0,0,1,64,1
3,0,1,4,5449,0,3,3.5,4.15, WM-011,1,0,32,0,0,1,64,1
4,0,0,4,5449,0,3,5,5.5, WM-011,1,0,32,0,0,1,64,1
1,1,1,12,5454,1,4,2.5,3.25, WF-001,1,1,25,0,0,0,313,1
2,1,0,12,5454,1,4,1.5,2.35, WF-001,1,1,25,0,0,0,313,1
3,0,1,12,5454,1,4,2.5,3.25, WF-001,1,1,25,0,0,0,313,1
4,0,0,12,5454,1,4,0,1, WF-001,1,1,25,0,0,0,313,1
1,1,1,8,5485,1,8,1,1.9, BM-003,2,0,22,0,0,0,92,1
2,1,0,8,5485,1,8,1,1.9, BM-003,2,0,22,0,0,0,92,1
3,0,1,8,5485,1,8,1.5,2.35, BM-003,2,0,22,0,0,0,92,1
4,0,0,8,5485,1,8,1,1.9, BM-003,2,0,22,0,0,0,92,1
1,1,1,4,5489,1,8,10,10, BM-003,2,0,24,0,0,7,21,1
2,1,0,4,5489,1,8,10,10, BM-003,2,0,24,0,0,7,21,1
3,0,1,4,5489,1,8,10,10, BM-003,2,0,24,0,0,7,21,1
4,0,0,4,5489,1,8,9.5,9.55, BM-003,2,0,24,0,0,7,21,1
1,1,1,2,5500,0,4,5,5.5, empty,1,0,72,0,0,7,344,1
2,1,0,2,5500,0,4,7,7.3, empty,1,0,72,0,0,7,344,1
3,0,1,2,5500,0,4,9,9.1, empty,1,0,72,0,0,7,344,1
4,0,0,2,5500,0,4,5,5.5, empty,1,0,72,0,0,7,344,1
1,1,1,11,5506,1,5,10,10, WM-004,1,0,24,0,0,3,21,1
2,1,0,11,5506,1,5,10,10, WM-004,1,0,24,0,0,3,21,1
3,0,1,11,5506,1,5,8.5,8.65, WM-004,1,0,24,0,0,3,21,1
4,0,0,11,5506,1,5,9.5,9.55, WM-004,1,0,24,0,0,3,21,1
1,1,1,17,5515,0,1,3.5,4.15, BM-012,2,0,45,0,0,1,45,0
2,1,0,17,5515,0,1,3,3.7, BM-012,2,0,45,0,0,1,45,0
3,0,1,17,5515,0,1,2,2.8, BM-012,2,0,45,0,0,1,45,0
4,0,0,17,5515,0,1,4.5,5.05, BM-012,2,0,45,0,0,1,45,0
1,1,1,6,552,1,6,7,7.3, WM-019,1,0,22,0,0,2,283,0
2,1,0,6,552,1,6,8,8.2, WM-019,1,0,22,0,0,2,283,0
3,0,1,6,552,1,6,7,7.3, WM-019,1,0,22,0,0,2,283,0
4,0,0,6,552,1,6,9,9.1, WM-019,1,0,22,0,0,2,283,0
1,1,1,13,5535,1,6,7,7.3, WM-001,1,0,21,0,0,1,58,1
2,1,0,13,5535,1,6,9,9.1, WM-001,1,0,21,0,0,1,58,1
3,0,1,13,5535,1,6,6,6.4, WM-001,1,0,21,0,0,1,58,1
4,0,0,13,5535,1,6,6.5,6.85, WM-001,1,0,21,0,0,1,58,1
1,1,1,5,5543,1,3,8,8.2, WM-018,1,0,45,0,0,3,45,0
2,1,0,5,5543,1,3,9,9.1, WM-018,1,0,45,0,0,3,45,0
3,0,1,5,5543,1,3,8.5,8.65, WM-018,1,0,45,0,0,3,45,0
4,0,0,5,5543,1,3,6.5,6.85, WM-018,1,0,45,0,0,3,45,0
1,1,1,14,5544,0,4,5,5.5, BF-005,2,1,24,0,0,2,181,1
2,1,0,14,5544,0,4,6.5,6.85, BF-005,2,1,24,0,0,2,181,1
3,0,1,14,5544,0,4,5.5,5.95, BF-005,2,1,24,0,0,2,181,1
4,0,0,14,5544,0,4,8,8.2, BF-005,2,1,24,0,0,2,181,1
1,1,1,8,5553,0,3,2,2.8, WM-019,1,0,22,0,0,0,6,1
2,1,0,8,5553,0,3,2,2.8, WM-019,1,0,22,0,0,0,6,1
3,0,1,8,5553,0,3,3,3.7, WM-019,1,0,22,0,0,0,6,1
4,0,0,8,5553,0,3,2.5,3.25, WM-019,1,0,22,0,0,0,6,1
1,1,1,1,5557,1,4,3,3.7, BM-212,2,0,51,0,0,0,423,0
2,1,0,1,5557,1,4,2.5,3.25, BM-212,2,0,51,0,0,0,423,0
3,0,1,1,5557,1,4,4,4.6, BM-212,2,0,51,0,0,0,423,0
4,0,0,1,5557,1,4,4,4.6, BM-212,2,0,51,0,0,0,423,0
1,1,1,10,5563,1,6,1.5,2.35, WM-012,1,0,33,0,0,0,306,1
2,1,0,10,5563,1,6,2.5,3.25, WM-012,1,0,33,0,0,0,306,1
3,0,1,10,5563,1,6,4,4.6, WM-012,1,0,33,0,0,0,306,1
4,0,0,10,5563,1,6,2.5,3.25, WM-012,1,0,33,0,0,0,306,1
1,1,1,6,5575,1,7,9.5,9.55, BF-007,2,1,29,0,0,9,250,1
2,1,0,6,5575,1,7,9.5,9.55, BF-007,2,1,29,0,0,9,250,1
3,0,1,6,5575,1,7,10,10, BF-007,2,1,29,0,0,9,250,1
4,0,0,6,5575,1,7,9.5,9.55, BF-007,2,1,29,0,0,9,250,1
1,1,1,1,5593,1,4,9.5,9.55, WM-018,1,0,37,0,0,4,21,0
2,1,0,1,5593,1,4,9.5,9.55, WM-018,1,0,37,0,0,4,21,0
3,0,1,1,5593,1,4,10,10, WM-018,1,0,37,0,0,4,21,0
4,0,0,1,5593,1,4,6.5,6.85, WM-018,1,0,37,0,0,4,21,0
1,1,1,9,5600,1,5,1,1.9, BM-001,2,0,25,0,0,0,45,0
2,1,0,9,5600,1,5,1,1.9, BM-001,2,0,25,0,0,0,45,0
3,0,1,9,5600,1,5,1.5,2.35, BM-001,2,0,25,0,0,0,45,0
4,0,0,9,5600,1,5,1.5,2.35, BM-001,2,0,25,0,0,0,45,0
1,1,1,3,5607,0,3,9,9.1, WM-201,1,0,38,0,0,2,311,1
2,1,0,3,5607,0,3,8.5,8.65, WM-201,1,0,38,0,0,2,311,1
3,0,1,3,5607,0,3,9,9.1, WM-201,1,0,38,0,0,2,311,1
4,0,0,3,5607,0,3,8,8.2, WM-201,1,0,38,0,0,2,311,1
1,1,1,3,5614,1,8,7.5,7.75, BM-004,2,0,33,0,0,2,10,1
2,1,0,3,5614,1,8,9,9.1, BM-004,2,0,33,0,0,2,10,1
3,0,1,3,5614,1,8,9,9.1, BM-004,2,0,33,0,0,2,10,1
4,0,0,3,5614,1,8,8.5,8.65, BM-004,2,0,33,0,0,2,10,1
1,1,1,10,5623,1,6,1,1.9, WM-011,1,0,32,0,0,0,242,0
2,1,0,10,5623,1,6,0.5,1.45, WM-011,1,0,32,0,0,0,242,0
3,0,1,10,5623,1,6,2.5,3.25, WM-011,1,0,32,0,0,0,242,0
4,0,0,10,5623,1,6,1.5,2.35, WM-011,1,0,32,0,0,0,242,0
1,1,1,14,5634,0,1,1,1.9, WM-018,1,0,39,0,0,0,179,1
2,1,0,14,5634,0,1,0.5,1.45, WM-018,1,0,39,0,0,0,179,1
3,0,1,14,5634,0,1,1,1.9, WM-018,1,0,39,0,0,0,179,1
4,0,0,14,5634,0,1,0,1, WM-018,1,0,39,0,0,0,179,1
1,1,1,12,5635,0,1,6,6.4, WF-237,1,1,52,0,0,3,128,0
2,1,0,12,5635,0,1,7,7.3, WF-237,1,1,52,0,0,3,128,0
3,0,1,12,5635,0,1,6.5,6.85, WF-237,1,1,52,0,0,3,128,0
4,0,0,12,5635,0,1,5,5.5, WF-237,1,1,52,0,0,3,128,0
1,1,1,18,5646,1,6,10,10, BM-023,2,0,23,0,0,6,306,1
2,1,0,18,5646,1,6,9,9.1, BM-023,2,0,23,0,0,6,306,1
3,0,1,18,5646,1,6,9.5,9.55, BM-023,2,0,23,0,0,6,306,1
4,0,0,18,5646,1,6,9.5,9.55, BM-023,2,0,23,0,0,6,306,1
1,1,1,1,5647,1,1,0,1, BF-024,2,1,42,0,0,0,133,0
2,1,0,1,5647,1,1,0.5,1.45, BF-024,2,1,42,0,0,0,133,0
3,0,1,1,5647,1,1,0.5,1.45, BF-024,2,1,42,0,0,0,133,0
4,0,0,1,5647,1,1,1,1.9, BF-024,2,1,42,0,0,0,133,0
1,1,1,16,5650,0,4,9.5,9.55, BM-013,2,0,28,0,0,5,306,1
2,1,0,16,5650,0,4,9.5,9.55, BM-013,2,0,28,0,0,5,306,1
3,0,1,16,5650,0,4,9.5,9.55, BM-013,2,0,28,0,0,5,306,1
4,0,0,16,5650,0,4,9,9.1, BM-013,2,0,28,0,0,5,306,1
1,1,1,16,5655,0,3,1,1.9, WF-001,1,1,25,0,0,0,45,0
2,1,0,16,5655,0,3,0.5,1.45, WF-001,1,1,25,0,0,0,45,0
3,0,1,16,5655,0,3,1,1.9, WF-001,1,1,25,0,0,0,45,0
4,0,0,16,5655,0,3,1,1.9, WF-001,1,1,25,0,0,0,45,0
1,1,1,19,5669,1,8,10,10, BM-004,2,0,32,0,0,17,306,1
2,1,0,19,5669,1,8,10,10, BM-004,2,0,32,0,0,17,306,1
3,0,1,19,5669,1,8,10,10, BM-004,2,0,32,0,0,17,306,1
4,0,0,19,5669,1,8,9.5,9.55, BM-004,2,0,32,0,0,17,306,1
1,1,1,9,5670,1,8,10,10, WM-001,1,0,18,5,0,4,58,1
2,1,0,9,5670,1,8,10,10, WM-001,1,0,18,5,0,4,58,1
3,0,1,9,5670,1,8,10,10, WM-001,1,0,18,5,0,4,58,1
4,0,0,9,5670,1,8,9.5,9.55, WM-001,1,0,18,5,0,4,58,1
1,1,1,10,5673,1,6,9.5,9.55, BM-004,2,0,32,0,0,10,172,1
2,1,0,10,5673,1,6,8.5,8.65, BM-004,2,0,32,0,0,10,172,1
