campaignNumber,blockID,defID,imageBW,imageID,groundTruth,compasScore,turkerScore1to10,defAge,defGender,defRace,defJuvFelCount,defJuvMisdCount,defPriorsCount,defChargeID,defChargeDegree
study2,15,4159,1, WM-225,1,2,3.7,41,0,1,0,0,1,58,1
study2,15,5042,0, BM-012,1,7,9.55,45,0,2,0,0,13,424,0
study2,15,5042,1, WM-018,1,7,10,45,0,2,0,0,13,424,0
study2,15,5052,0, BM-033,0,4,1.9,44,0,1,0,0,0,186,1
study2,15,5052,1, WM-220,0,4,2.35,44,0,1,0,0,0,186,1
study2,15,5935,0, BM-005,1,4,9.1,24,0,2,0,0,3,58,1
study2,15,5935,1, WM-009,1,4,9.55,24,0,2,0,0,3,58,1
study2,15,6249,0, BM-025,1,3,5.5,38,0,1,0,0,2,85,1
study2,15,6249,1, WM-201,1,3,5.95,38,0,1,0,0,2,85,1
study2,15,6864,0, BM-013,1,10,9.55,26,0,2,0,0,6,374,0
study2,15,6864,1, WM-015,1,10,10,26,0,2,0,0,6,374,0
study2,15,7206,0, BM-021,1,2,9.55,37,0,3,0,0,6,172,1
study2,15,7206,1, WM-023,1,2,9.55,37,0,3,0,0,6,172,1
study2,15,7320,0, BM-019,1,8,9.1,22,0,1,0,2,3,303,1
study2,15,7320,1, WM-026,1,8,9.55,22,0,1,0,2,3,303,1
study2,15,7459,0, BM-002,1,8,9.55,26,0,2,0,0,10,129,1
study2,15,7459,1, WM-004,1,8,10,26,0,2,0,0,10,129,1
study2,15,7868,0, BF-024,0,3,1.9,37,1,2,0,0,0,190,1
study2,15,7868,1, WF-014,0,3,1.9,37,1,2,0,0,0,190,1
study2,15,7916,0, BM-010,0,7,2.35,25,0,2,0,0,0,89,1
study2,15,7916,1, WM-010,0,7,3.25,25,0,2,0,0,0,89,1
study2,15,8866,0, BF-007,0,3,4.6,34,1,3,0,0,1,45,0
study2,15,8866,1, WF-002,0,3,3.7,34,1,3,0,0,1,45,0
study2,15,9509,0, BM-015,1,7,10,27,0,2,0,0,9,253,1
study2,15,9509,1, WM-017,1,7,9.55,27,0,2,0,0,9,253,1
study2,15,9556,0, BM-004,0,2,4.6,30,0,3,0,0,1,15,1
study2,15,9556,1, WM-002,0,2,5.5,30,0,3,0,0,1,15,1
study2,15,10271,0, BM-018,0,3,4.6,33,0,3,0,0,2,127,0
study2,15,10271,1, WM-013,0,3,5.95,33,0,3,0,0,2,127,0
study2,15,10509,0, BM-016,0,7,9.1,25,0,2,0,1,3,246,1
study2,15,10509,1, WM-019,0,7,8.2,25,0,2,0,1,3,246,1
study2,15,10660,0, BM-003,1,2,2.8,23,0,3,0,0,0,45,0
study2,15,10660,1, WM-006,1,2,1.9,23,0,3,0,0,0,45,0
study2,16,67,0, BM-017,1,8,10,35,0,2,1,0,13,418,1
study2,16,67,1, WM-012,1,8,8.65,35,0,2,1,0,13,418,1
study2,16,533,0, BF-001,1,5,2.35,23,1,2,0,0,0,129,1
study2,16,533,1, WF-001,1,5,1.9,23,1,2,0,0,0,129,1
study2,16,654,0, BM-011,0,1,1.9,33,0,1,0,0,0,21,1
study2,16,654,1, WM-011,0,1,1.45,33,0,1,0,0,0,21,1
study2,16,692,0, BM-020,1,5,10,29,0,2,0,0,3,309,1
study2,16,692,1, WM-014,1,5,8.65,29,0,2,0,0,3,309,1
study2,16,1787,0, BM-010,0,5,1.9,24,0,2,0,0,0,58,1
study2,16,1787,1, WM-010,0,5,2.8,24,0,2,0,0,0,58,1
study2,16,2291,0, empty2,0,1,2.35,72,0,1,0,0,1,128,0
study2,16,2291,1, empty2,0,1,3.25,72,0,1,0,0,1,128,0
study2,16,2874,0, BM-004,1,2,8.65,33,0,2,0,0,2,45,0
study2,16,2874,1, WM-002,1,2,8.65,33,0,2,0,0,2,45,0
study2,16,3674,0, BF-010,0,2,1.45,32,1,2,0,0,0,172,1
study2,16,3674,1, WF-018,0,2,1,32,1,2,0,0,0,172,1
study2,16,4112,0, BM-009,0,3,5.95,21,0,2,0,0,1,65,1
study2,16,4112,1, WM-001,0,3,5.05,21,0,2,0,0,1,65,1
study2,16,4534,0, BF-009,0,2,1.9,32,1,2,0,0,0,45,0
study2,16,4534,1, WF-008,0,2,1.45,32,1,2,0,0,0,45,0
study2,16,4641,0, BF-015,0,4,5.05,35,1,1,0,0,1,45,0
study2,16,4641,1, WF-033,0,4,1.9,35,1,1,0,0,1,45,0
study2,16,6278,0, BF-011,0,2,2.8,30,1,2,0,0,0,193,1
study2,16,6278,1, WF-023,0,2,2.35,30,1,2,0,0,0,193,1
study2,16,6432,0, BF-024,0,5,8.2,42,1,1,0,0,3,163,1
study2,16,6432,1, WF-014,0,5,8.65,42,1,1,0,0,3,163,1
study2,16,6791,0, empty2,0,1,9.1,57,0,2,0,0,3,15,1
study2,16,6791,1, empty2,0,1,9.55,57,0,2,0,0,3,15,1
study2,16,6875,0, BM-002,0,8,5.05,22,0,1,0,0,0,108,1
study2,16,6875,1, WM-004,0,8,4.15,22,0,1,0,0,0,108,1
study2,16,7037,0, BM-001,1,10,10,26,0,2,0,1,6,268,1
study2,16,7037,1, WM-003,1,10,9.55,26,0,2,0,1,6,268,1
study2,16,7051,0, empty2,0,1,2.8,56,0,2,0,0,1,129,1
study2,16,7051,1, empty2,0,1,2.8,56,0,2,0,0,1,129,1
study2,16,7948,0, BM-003,0,6,2.35,27,0,2,0,0,0,89,1
study2,16,7948,1, WM-006,0,6,1.9,27,0,2,0,0,0,89,1
study2,16,8724,0, BM-021,1,9,10,42,0,2,1,0,7,306,1
study2,16,8724,1, WM-023,1,9,9.1,42,0,2,1,0,7,306,1
study2,16,9072,0, BM-012,1,7,7.75,37,0,2,0,0,4,94,0
study2,16,9072,1, WM-018,1,7,9.55,37,0,2,0,0,4,94,0
study2,16,9106,0, BF-007,1,2,9.55,32,1,1,0,0,2,354,1
study2,16,9106,1, WF-002,1,2,10,32,1,1,0,0,2,354,1
study2,16,9632,0, BM-034,0,1,5.05,46,0,1,0,0,1,319,1
study2,16,9632,1, WM-221,0,1,7.3,46,0,1,0,0,1,319,1
study2,16,9914,0, BM-005,1,4,10,23,0,1,0,1,4,45,0
study2,16,9914,1, WM-009,1,4,8.65,23,0,1,0,1,4,45,0
study2,16,9942,0, BM-212,0,1,3.7,46,0,3,0,0,0,190,1
study2,16,9942,1, WM-223,0,1,2.35,46,0,3,0,0,0,190,1
study2,16,10659,0, BM-018,1,10,9.1,30,0,2,0,1,18,58,1
study2,16,10659,1, WM-013,1,10,8.65,30,0,2,0,1,18,58,1
study2,17,156,0, BM-001,1,6,9.1,24,0,1,0,1,8,163,1
study2,17,156,1, WM-003,1,6,9.55,24,0,1,0,1,8,163,1
study2,17,222,0, BF-024,0,1,2.35,43,1,1,0,0,0,133,0
study2,17,222,1, WF-014,0,1,2.35,43,1,1,0,0,0,133,0
study2,17,2153,0, BM-010,1,8,8.65,22,0,2,0,0,3,418,1
study2,17,2153,1, WM-010,1,8,9.55,22,0,2,0,0,3,418,1
study2,17,2211,0, BM-015,1,7,10,24,0,2,0,0,5,172,1
study2,17,2211,1, WM-017,1,7,9.55,24,0,2,0,0,5,172,1
study2,17,2410,0, BF-007,0,4,8.65,33,1,3,0,0,2,426,0
study2,17,2410,1, WF-002,0,4,5.95,33,1,3,0,0,2,426,0
study2,17,2448,0, BM-037,1,8,6.4,21,0,2,0,0,0,190,1
study2,17,2448,1, WM-025,1,8,5.5,21,0,2,0,0,0,190,1
study2,17,2514,0, BM-011,1,9,10,35,0,2,0,1,23,268,1
study2,17,2514,1, WM-011,1,9,9.55,35,0,2,0,1,23,268,1
study2,17,2767,0, empty2,1,1,3.25,67,0,1,0,0,2,334,0
study2,17,2767,1, empty2,1,1,5.95,67,0,1,0,0,2,334,0
study2,17,2820,0, empty2,0,1,1,66,0,1,0,0,0,45,0
study2,17,2820,1, empty2,0,1,1.9,66,0,1,0,0,0,45,0
study2,17,3229,0, BM-002,0,5,6.85,26,0,1,0,0,2,99,1
study2,17,3229,1, WM-004,0,5,8.2,26,0,1,0,0,2,99,1
study2,17,3676,0, BM-212,0,5,6.85,50,0,2,0,0,1,306,1
study2,17,3676,1, WM-223,0,5,6.4,50,0,2,0,0,1,306,1
study2,17,4596,0, BM-034,1,1,1,52,0,2,0,0,0,45,0
study2,17,4596,1, WM-221,1,1,1.45,52,0,2,0,0,0,45,0
study2,17,5515,0, BM-012,0,1,3.25,45,0,2,0,0,1,45,0
study2,17,5515,1, WM-018,0,1,3.7,45,0,2,0,0,1,45,0
study2,17,5818,0, BM-019,0,5,3.7,23,0,2,0,0,0,169,1
study2,17,5818,1, WM-026,0,5,3.7,23,0,2,0,0,0,169,1
study2,17,6056,0, BM-004,1,8,9.55,31,0,1,0,0,17,319,1
study2,17,6056,1, WM-002,1,8,9.55,31,0,1,0,0,17,319,1
study2,17,6818,0, BF-203,1,4,1,51,1,1,0,0,0,206,0
study2,17,6818,1, WF-221,1,4,1,51,1,1,0,0,0,206,0
study2,17,6911,0, BM-009,1,4,1.9,20,0,3,0,0,0,337,0
study2,17,6911,1, WM-001,1,4,2.8,20,0,3,0,0,0,337,0
study2,17,7455,0, BM-016,0,7,5.95,22,0,2,0,0,0,100,1
study2,17,7455,1, WM-019,0,7,7.75,22,0,2,0,0,0,100,1
study2,17,7615,0, BM-018,0,1,1.9,34,0,2,0,0,0,129,1
study2,17,7615,1, WM-013,0,1,2.35,34,0,2,0,0,0,129,1
study2,17,8416,0, BF-001,0,3,6.4,24,1,2,0,0,0,112,1
study2,17,8416,1, WF-001,0,3,6.85,24,1,2,0,0,0,112,1
study2,17,8747,0, BM-005,1,9,10,25,0,1,0,0,5,129,1
study2,17,8747,1, WM-009,1,9,9.55,25,0,1,0,0,5,129,1
study2,17,10010,0, BM-036,1,9,3.7,21,0,2,0,0,0,168,1
study2,17,10010,1, WM-024,1,9,2.35,21,0,2,0,0,0,168,1
study2,17,10536,0, BM-003,1,9,9.1,26,0,2,0,0,8,280,1
study2,17,10536,1, WM-006,1,9,10,26,0,2,0,0,8,280,1
study2,17,10920,0, BM-017,0,5,8.65,34,0,1,0,0,4,246,1
study2,17,10920,1, WM-012,0,5,8.2,34,0,1,0,0,4,246,1
study2,17,10997,0, BM-013,0,3,1.45,23,0,2,0,0,0,209,1
study2,17,10997,1, WM-015,0,3,1.9,23,0,2,0,0,0,209,1
study2,18,364,0, BM-023,0,3,3.7,25,0,2,0,0,0,190,1
study2,18,364,1, WM-028,0,3,3.25,25,0,2,0,0,0,190,1
study2,18,400,0, BF-001,1,4,2.35,23,1,2,0,0,0,71,1
study2,18,400,1, WF-001,1,4,1.9,23,1,2,0,0,0,71,1
study2,18,2053,0, BM-001,0,7,2.35,23,0,2,0,0,0,45,0
study2,18,2053,1, WM-003,0,7,1.45,23,0,2,0,0,0,45,0
study2,18,2216,0, BM-021,0,2,5.5,44,0,2,0,0,2,172,1
study2,18,2216,1, WM-023,0,2,5.95,44,0,2,0,0,2,172,1
study2,18,2613,0, BM-034,0,1,1.45,46,0,1,0,0,0,371,1
study2,18,2613,1, WM-221,0,1,3.7,46,0,1,0,0,0,371,1
study2,18,2723,0, BM-002,1,6,8.65,25,0,2,0,0,4,89,1
study2,18,2723,1, WM-004,1,6,9.55,25,0,2,0,0,4,89,1
study2,18,2794,0, BM-016,1,4,9.55,27,0,1,0,1,4,45,0
study2,18,2794,1, WM-019,1,4,9.1,27,0,1,0,1,4,45,0
study2,18,3847,0, BM-010,1,7,8.65,22,0,2,1,0,2,418,1
study2,18,3847,1, WM-010,1,7,9.1,22,0,2,1,0,2,418,1
study2,18,4164,0, BF-024,0,4,9.55,40,1,1,0,0,4,306,1
study2,18,4164,1, WF-014,0,4,9.55,40,1,1,0,0,4,306,1
study2,18,4368,0, BM-005,1,4,7.75,22,0,3,0,0,1,190,1
study2,18,4368,1, WM-009,1,4,6.85,22,0,3,0,0,1,190,1
study2,18,4719,0, BM-017,0,1,1.45,29,0,1,0,0,0,45,0
study2,18,4719,1, WM-012,0,1,1.9,29,0,1,0,0,0,45,0
study2,18,4971,0, BM-009,1,7,8.65,19,0,2,0,1,2,190,1
study2,18,4971,1, WM-001,1,7,9.55,19,0,2,0,1,2,190,1
study2,18,6766,0, BM-004,1,8,9.55,29,0,2,0,1,8,268,1
study2,18,6766,1, WM-002,1,8,10,29,0,2,0,1,8,268,1
study2,18,7269,0, empty2,0,1,1.45,57,1,1,0,0,0,128,0
study2,18,7269,1, empty2,0,1,1,57,1,1,0,0,0,128,0
study2,18,7411,0, BM-020,0,9,9.55,30,0,2,0,0,5,15,0
study2,18,7411,1, WM-014,0,9,9.1,30,0,2,0,0,5,15,0
study2,18,8205,0, BM-012,1,2,2.8,41,0,1,0,0,0,253,1
study2,18,8205,1, WM-018,1,2,2.35,41,0,1,0,0,0,253,1
study2,18,8358,0, BF-002,0,6,1.9,21,1,2,0,0,0,418,1
study2,18,8358,1, WF-022,0,6,2.35,21,1,2,0,0,0,418,1
study2,18,8501,0, BM-011,1,10,10,33,0,2,0,0,14,129,1
study2,18,8501,1, WM-011,1,10,10,33,0,2,0,0,14,129,1
study2,18,8832,0, BM-015,1,5,7.75,24,0,2,0,0,2,190,1
study2,18,8832,1, WM-017,1,5,9.55,24,0,2,0,0,2,190,1
study2,18,9219,0, BM-003,0,7,10,28,0,2,0,0,7,337,0
study2,18,9219,1, WM-006,0,7,9.1,28,0,2,0,0,7,337,0
study2,18,9235,0, empty2,0,1,3.25,56,0,1,0,0,1,176,1
study2,18,9235,1, empty2,0,1,4.6,56,0,1,0,0,1,176,1
study2,18,9277,0, BF-003,0,3,1.45,27,1,2,0,0,0,45,0
study2,18,9277,1, WF-003,0,3,1.45,27,1,2,0,0,0,45,0
study2,18,10645,0, BM-018,0,7,1.9,31,0,2,0,0,0,129,1
study2,18,10645,1, WM-013,0,7,3.25,31,0,2,0,0,0,129,1
study2,18,10841,0, BM-013,1,1,1.9,27,0,2,0,0,0,45,0
study2,18,10841,1, WM-015,1,1,1.9,27,0,2,0,0,0,45,0
study2,18,10946,0, BM-019,0,5,4.15,27,0,2,0,0,1,134,0
study2,18,10946,1, WM-026,0,5,3.7,27,0,2,0,0,1,134,0
study2,19,101,0, BM-021,1,1,6.85,45,0,3,0,0,6,306,1
study2,19,101,1, WM-023,1,1,7.3,45,0,3,0,0,6,306,1
study2,19,320,0, BM-025,0,9,10,38,0,2,0,0,15,306,1
study2,19,320,1, WM-201,0,9,10,38,0,2,0,0,15,306,1
study2,19,837,0, BM-213,1,6,2.35,46,0,1,0,0,2,297,1
study2,19,837,1, WM-248,1,6,4.15,46,0,1,0,0,2,297,1
study2,19,1146,0, BM-002,1,7,6.4,26,0,2,0,0,4,16,1
study2,19,1146,1, WM-004,1,7,6.4,26,0,2,0,0,4,16,1
study2,19,1343,0, BM-001,1,6,5.05,24,0,3,0,0,3,58,1
study2,19,1343,1, WM-003,1,6,5.95,24,0,3,0,0,3,58,1
study2,19,1576,0, BM-012,1,8,9.55,42,0,2,1,0,13,328,0
study2,19,1576,1, WM-018,1,8,9.55,42,0,2,1,0,13,328,0
study2,19,2076,0, BM-018,1,10,5.95,30,0,2,0,0,7,246,1
study2,19,2076,1, WM-013,1,10,8.2,30,0,2,0,0,7,246,1
study2,19,2329,0, BM-005,1,10,9.55,25,0,2,0,4,14,186,1
study2,19,2329,1, WM-009,1,10,9.55,25,0,2,0,4,14,186,1
study2,19,2809,0, BM-015,0,3,1.45,23,0,2,0,0,0,246,1
study2,19,2809,1, WM-017,0,3,1.9,23,0,2,0,0,0,246,1
study2,19,3751,0, BM-033,1,10,9.1,41,0,2,2,0,18,410,0
study2,19,3751,1, WM-220,1,10,10,41,0,2,2,0,18,410,0
study2,19,3788,0, BM-044,0,4,2.35,39,0,1,0,0,0,306,1
study2,19,3788,1, WM-225,0,4,1.9,39,0,1,0,0,0,306,1
study2,19,4692,0, BM-212,0,1,1.45,47,0,1,0,0,0,45,0
study2,19,4692,1, WM-223,0,1,1.9,47,0,1,0,0,0,45,0
study2,19,5669,0, BM-004,1,8,9.55,32,0,2,0,0,17,306,1
study2,19,5669,1, WM-002,1,8,9.55,32,0,2,0,0,17,306,1
study2,19,5754,0, BM-020,1,4,9.55,34,0,2,0,0,13,297,1
study2,19,5754,1, WM-014,1,4,9.55,34,0,2,0,0,13,297,1
study2,19,6094,0, BM-022,1,10,10,30,0,1,0,0,7,100,1
study2,19,6094,1, WM-016,1,10,9.1,30,0,1,0,0,7,100,1
study2,19,6267,0, BF-203,1,1,1.9,51,1,1,0,0,0,45,0
study2,19,6267,1, WF-221,1,1,1.45,51,1,1,0,0,0,45,0
study2,19,6805,0, BM-010,1,3,2.35,22,0,2,0,0,0,59,1
study2,19,6805,1, WM-010,1,3,2.35,22,0,2,0,0,0,59,1
study2,19,7298,0, BF-024,0,2,1.45,42,1,2,0,0,1,298,1
study2,19,7298,1, WF-014,0,2,1.9,42,1,2,0,0,1,298,1
study2,19,9221,0, BM-003,1,7,5.95,22,0,1,0,0,3,306,1
study2,19,9221,1, WM-006,1,7,6.85,22,0,1,0,0,3,306,1
study2,19,10277,0, BM-011,0,7,9.55,30,0,2,0,1,14,129,1
study2,19,10277,1, WM-011,0,7,8.65,30,0,2,0,1,14,129,1
study2,19,10302,0, empty2,0,2,8.2,61,0,2,0,0,14,261,0
study2,19,10302,1, empty2,0,2,9.1,61,0,2,0,0,14,261,0
study2,19,10336,0, BM-017,1,8,5.5,29,0,2,1,0,3,45,0
study2,19,10336,1, WM-012,1,8,5.5,29,0,2,1,0,3,45,0
study2,19,10383,0, BM-013,1,9,8.65,27,0,2,0,0,10,129,1
study2,19,10383,1, WM-015,1,9,9.55,27,0,2,0,0,10,129,1
study2,19,10412,0, BM-034,0,1,1.9,49,0,1,0,0,0,190,1
study2,19,10412,1, WM-221,0,1,1.9,49,0,1,0,0,0,190,1
study2,19,10673,0, BF-007,1,7,9.1,29,1,2,0,1,7,15,1
study2,19,10673,1, WF-002,1,7,9.1,29,1,2,0,1,7,15,1
study2,20,173,0, BM-020,1,5,9.55,33,0,2,0,0,5,253,1
study2,20,173,1, WM-014,1,5,9.1,33,0,2,0,0,5,253,1
study2,20,203,0, BF-004,0,2,1.45,24,1,2,0,0,0,45,0
study2,20,203,1, WF-005,0,2,1.45,24,1,2,0,0,0,45,0
study2,20,1215,0, empty2,0,1,1,83,0,3,0,0,0,45,0
study2,20,1215,1, empty2,0,1,1.45,83,0,3,0,0,0,45,0
study2,20,1283,0, BM-009,1,9,5.95,21,0,2,0,1,1,33,1
study2,20,1283,1, WM-001,1,9,4.6,21,0,2,0,1,1,33,1
study2,20,1331,0, BM-003,1,10,9.55,23,0,2,0,3,6,58,1
study2,20,1331,1, WM-006,1,10,9.55,23,0,2,0,3,6,58,1
study2,20,2310,0, BM-010,0,2,9.55,28,0,2,0,0,3,280,1
study2,20,2310,1, WM-010,0,2,10,28,0,2,0,0,3,280,1
study2,20,3205,0, BM-213,0,1,5.05,49,0,1,0,0,2,134,0
study2,20,3205,1, WM-248,0,1,4.6,49,0,1,0,0,2,134,0
study2,20,3273,0, BM-036,1,9,5.05,21,0,2,0,0,1,306,1
study2,20,3273,1, WM-024,1,9,5.5,21,0,2,0,0,1,306,1
study2,20,3285,0, BM-212,1,5,9.1,46,0,2,0,0,5,7,1
study2,20,3285,1, WM-223,1,5,9.55,46,0,2,0,0,5,7,1
study2,20,3511,0, BM-002,0,3,1.9,23,0,1,0,0,0,280,1
study2,20,3511,1, WM-004,0,3,2.8,23,0,1,0,0,0,280,1
study2,20,3869,0, BM-013,0,4,1,26,0,2,0,0,0,128,0
study2,20,3869,1, WM-015,0,4,2.35,26,0,2,0,0,0,128,0
study2,20,3919,0, BM-034,1,5,6.85,46,0,4,0,0,3,306,1
study2,20,3919,1, WM-221,1,5,6.4,46,0,4,0,0,3,306,1
study2,20,4774,0, empty2,0,1,1,61,0,1,0,0,0,128,0
study2,20,4774,1, empty2,0,1,1.9,61,0,1,0,0,0,128,0
study2,20,4809,0, BF-024,1,7,10,39,1,1,0,0,8,268,1
study2,20,4809,1, WF-014,1,7,10,39,1,1,0,0,8,268,1
study2,20,5103,0, BM-018,0,9,10,30,0,3,0,0,7,5,1
study2,20,5103,1, WM-013,0,9,9.55,30,0,3,0,0,7,5,1
study2,20,6315,0, BM-017,1,3,9.1,30,0,2,0,0,9,129,1
study2,20,6315,1, WM-012,1,3,9.55,30,0,2,0,0,9,129,1
study2,20,7023,0, BM-005,0,5,5.95,25,0,1,0,0,2,246,1
study2,20,7023,1, WM-009,0,5,5.05,25,0,1,0,0,2,246,1
study2,20,8207,0, BM-004,1,2,8.2,31,0,1,0,0,3,45,0
study2,20,8207,1, WM-002,1,2,7.75,31,0,1,0,0,3,45,0
study2,20,9337,0, BM-025,0,5,4.15,44,0,1,0,0,1,61,1
study2,20,9337,1, WM-201,0,5,4.6,44,0,1,0,0,1,61,1
study2,20,9442,0, BM-001,1,8,5.05,25,0,2,0,0,1,246,1
study2,20,9442,1, WM-003,1,8,3.7,25,0,2,0,0,1,246,1
study2,20,9581,0, BF-003,0,3,1.9,23,1,2,0,0,0,58,1
study2,20,9581,1, WF-003,0,3,1.9,23,1,2,0,0,0,58,1
study2,20,9875,0, BM-011,1,1,9.55,31,0,2,0,1,3,190,1
study2,20,9875,1, WM-011,1,1,9.1,31,0,2,0,1,3,190,1
study2,20,10012,0, BF-001,1,6,8.2,24,1,2,0,0,2,190,1
study2,20,10012,1, WF-001,1,6,7.75,24,1,2,0,0,2,190,1
study2,20,10289,0, BM-021,1,8,2.35,36,0,1,0,0,0,306,1
study2,20,10289,1, WM-023,1,8,2.35,36,0,1,0,0,0,306,1
study2,20,10377,0, BM-012,0,1,1.45,41,0,1,0,0,0,10,1
study2,20,10377,1, WM-018,0,1,4.15,41,0,1,0,0,0,10,1
study2,21,855,0, BM-025,0,1,4.6,38,0,2,0,0,0,60,1
study2,21,855,1, WM-201,0,1,3.7,38,0,2,0,0,0,60,1
study2,21,921,0, BM-022,0,7,5.05,30,0,2,0,0,1,283,0
study2,21,921,1, WM-016,0,7,4.6,30,0,2,0,0,1,283,0
study2,21,1022,0, BF-007,0,1,2.35,31,1,2,0,0,0,45,0
study2,21,1022,1, WF-002,0,1,1.9,31,1,2,0,0,0,45,0
study2,21,1441,0, BM-018,1,5,5.05,30,0,2,0,0,1,45,0
study2,21,1441,1, WM-013,1,5,6.4,30,0,2,0,0,1,45,0
study2,21,1642,0, BM-004,0,6,5.5,29,0,1,0,0,1,45,0
study2,21,1642,1, WM-002,0,6,6.85,29,0,1,0,0,1,45,0
study2,21,1741,0, BM-005,1,6,9.1,24,0,2,0,0,5,418,1
study2,21,1741,1, WM-009,1,6,9.1,24,0,2,0,0,5,418,1
study2,21,2182,0, BF-003,1,6,6.4,26,1,2,0,0,1,190,1
study2,21,2182,1, WF-003,1,6,6.4,26,1,2,0,0,1,190,1
study2,21,2393,0, BM-015,0,3,3.25,22,0,2,0,0,0,65,1
study2,21,2393,1, WM-017,0,3,6.4,22,0,2,0,0,0,65,1
study2,21,2910,0, BM-021,0,4,3.25,42,0,1,0,0,0,128,0
study2,21,2910,1, WM-023,0,4,2.35,42,0,1,0,0,0,128,0
study2,21,3115,0, BF-024,0,4,10,40,1,2,0,0,7,326,0
study2,21,3115,1, WF-014,0,4,9.1,40,1,2,0,0,7,326,0
study2,21,3635,0, BF-001,0,4,8.2,24,1,2,0,0,2,89,1
study2,21,3635,1, WF-001,0,4,8.2,24,1,2,0,0,2,89,1
study2,21,3957,0, BM-010,0,2,5.95,24,0,3,0,0,1,84,0
study2,21,3957,1, WM-010,0,2,6.4,24,0,3,0,0,1,84,0
study2,21,4105,0, BM-017,1,9,10,33,0,1,0,0,7,229,1
study2,21,4105,1, WM-012,1,9,10,33,0,1,0,0,7,229,1
study2,21,4841,0, BM-034,0,1,1.45,55,0,1,0,0,0,45,0
study2,21,4841,1, WM-221,0,1,1.45,55,0,1,0,0,0,45,0
study2,21,7324,0, BM-020,0,1,2.35,30,0,1,0,0,0,169,1
study2,21,7324,1, WM-014,0,1,1.9,30,0,1,0,0,0,169,1
study2,21,7412,0, BM-016,1,2,2.35,28,0,1,0,0,0,169,1
study2,21,7412,1, WM-019,1,2,1.9,28,0,1,0,0,0,169,1
study2,21,7678,0, BM-013,1,7,9.55,28,0,2,0,2,7,306,1
study2,21,7678,1, WM-015,1,7,10,28,0,2,0,2,7,306,1
study2,21,8517,0, BM-002,1,3,2.8,23,0,2,0,0,0,45,0
study2,21,8517,1, WM-004,1,3,1.45,23,0,2,0,0,0,45,0
study2,21,8938,0, BF-203,0,5,2.35,48,1,2,0,0,0,45,0
study2,21,8938,1, WF-221,0,5,1.45,48,1,2,0,0,0,45,0
study2,21,9295,0, BM-011,0,2,9.1,30,0,3,0,0,2,313,1
study2,21,9295,1, WM-011,0,2,8.65,30,0,3,0,0,2,313,1
study2,21,9435,0, BM-003,0,5,9.1,24,0,1,0,0,3,306,1
study2,21,9435,1, WM-006,0,5,9.55,24,0,1,0,0,3,306,1
study2,21,9501,0, BM-033,0,1,3.25,45,0,3,0,0,0,45,0
study2,21,9501,1, WM-220,0,1,3.7,45,0,3,0,0,0,45,0
study2,21,9644,0, BM-001,0,6,5.05,22,0,2,0,0,0,283,0
study2,21,9644,1, WM-003,0,6,4.15,22,0,2,0,0,0,283,0
study2,21,10011,0, BM-012,1,3,9.1,45,0,2,0,0,4,127,0
study2,21,10011,1, WM-018,1,3,8.2,45,0,2,0,0,4,127,0
study2,21,10044,0, BM-029,1,2,1.45,34,0,1,0,0,0,374,0
study2,21,10044,1, WM-020,1,2,2.8,34,0,1,0,0,0,374,0
study2,22,282,0, BM-033,1,4,9.1,45,0,1,0,0,8,423,0
study2,22,282,1, WM-220,1,4,10,45,0,1,0,0,8,423,0
study2,22,726,0, BM-004,1,6,6.85,34,0,1,0,0,4,303,1
study2,22,726,1, WM-002,1,6,8.65,34,0,1,0,0,4,303,1
study2,22,838,0, BM-044,0,3,2.35,44,0,2,0,0,1,333,0
study2,22,838,1, WM-225,0,3,3.25,44,0,2,0,0,1,333,0
study2,22,1195,0, BF-024,0,7,8.2,37,1,2,0,0,3,336,1
study2,22,1195,1, WF-014,0,7,8.65,37,1,2,0,0,3,336,1
study2,22,1361,0, BM-010,1,3,8.65,27,0,2,0,0,5,142,0
study2,22,1361,1, WM-010,1,3,8.65,27,0,2,0,0,5,142,0
study2,22,1490,0, BM-011,1,4,8.65,30,0,2,0,0,4,45,0
study2,22,1490,1, WM-011,1,4,9.1,30,0,2,0,0,4,45,0
study2,22,2034,0, BM-012,0,2,6.4,37,0,1,0,0,2,209,1
study2,22,2034,1, WM-018,0,2,8.2,37,0,1,0,0,2,209,1
study2,22,2525,0, BM-002,0,2,3.25,28,0,1,0,0,0,86,1
study2,22,2525,1, WM-004,0,2,2.35,28,0,1,0,0,0,86,1
study2,22,2703,0, BM-218,0,7,6.85,51,0,2,0,0,3,172,1
study2,22,2703,1, WM-249,0,7,8.2,51,0,2,0,0,3,172,1
study2,22,3647,0, BM-009,0,3,3.7,20,0,2,0,0,0,190,1
study2,22,3647,1, WM-001,0,3,4.6,20,0,2,0,0,0,190,1
study2,22,4161,0, BM-225,1,1,2.8,54,0,2,0,0,0,45,0
study2,22,4161,1, empty2,1,1,1.9,54,0,2,0,0,0,45,0
study2,22,4629,0, BM-034,1,1,3.25,55,0,1,0,0,0,45,0
study2,22,4629,1, WM-221,1,1,2.35,55,0,1,0,0,0,45,0
study2,22,5270,0, BM-018,0,4,3.25,31,0,2,0,0,0,45,0
study2,22,5270,1, WM-013,0,4,2.8,31,0,2,0,0,0,45,0
study2,22,5500,0, empty2,0,4,9.1,72,0,1,0,0,7,344,1
