block_id,def_id,ground_truth,compas_score,study1_condition1,study1_condition2,study1_condition3,study1_condition4,def_age,def_gender,def_race,def_juv_fel,def_juv_misd,def_priors,def_charge_degree
18,10841,1,1,1,3,1,2,27,0,2,0,0,0,0
18,10899,1,5,19,19,20,20,25,0,1,0,0,7,0
18,10946,0,5,4,7,3,7,27,0,2,0,0,1,0
19,101,1,1,16,14,16,13,45,0,3,0,0,6,1
19,320,0,9,20,20,20,20,38,0,2,0,0,15,1
19,787,0,4,18,19,19,19,30,0,3,0,0,7,0
19,837,1,6,9,7,10,8,46,0,1,0,0,2,1
19,1146,1,7,17,18,19,19,26,0,2,0,0,4,1
19,1240,0,10,20,20,20,19,29,0,2,0,1,16,1
19,1343,1,6,17,14,20,15,24,0,3,0,0,3,1
19,1532,0,1,3,3,4,3,59,0,3,0,0,1,0
19,1576,1,8,17,20,18,18,42,0,2,1,0,13,0
19,2076,1,10,16,16,17,16,30,0,2,0,0,7,1
19,2100,0,1,3,1,1,1,44,0,1,0,0,0,0
19,2128,1,3,12,17,14,15,26,0,2,0,0,3,1
19,2329,1,10,19,20,20,20,25,0,2,0,4,14,1
19,2504,1,2,4,2,3,1,22,0,1,0,0,0,0
19,2589,0,4,19,16,19,19,34,1,3,0,0,5,1
19,2809,0,3,3,0,1,3,23,0,2,0,0,0,1
19,3019,1,2,1,0,0,2,50,0,1,0,0,0,0
19,3656,0,9,0,0,0,1,22,0,2,0,0,0,0
19,3751,1,10,20,19,19,20,41,0,2,2,0,18,0
19,3788,0,4,3,6,7,2,39,0,1,0,0,0,1
19,4692,0,1,1,0,1,0,47,0,1,0,0,0,0
19,4833,0,5,14,16,14,15,25,0,1,0,0,2,1
19,5177,1,1,10,10,10,12,37,0,3,0,0,3,0
19,5669,1,8,20,20,20,20,32,0,2,0,0,17,1
19,5754,1,4,20,20,19,20,34,0,2,0,0,13,1
19,5760,0,1,2,0,0,1,38,0,1,0,0,0,0
19,5825,1,9,20,19,20,19,24,0,2,0,0,11,1
19,6094,1,10,19,20,19,18,30,0,1,0,0,7,1
19,6267,1,1,0,1,0,0,51,1,1,0,0,0,0
19,6389,1,7,19,18,19,17,29,1,1,0,0,6,1
19,6420,1,9,17,19,18,17,24,0,2,0,1,9,0
19,6744,1,10,18,11,15,16,25,0,2,0,1,3,0
19,6805,1,3,6,5,6,4,22,0,2,0,0,0,1
19,7084,0,5,6,1,5,4,24,1,1,0,0,0,1
19,7231,0,7,10,11,9,11,37,0,2,0,0,3,0
19,7298,0,2,3,3,7,9,42,1,2,0,0,1,1
19,7334,1,10,18,20,20,19,26,0,2,0,1,24,1
19,7631,1,5,7,7,8,4,22,0,1,0,0,0,1
19,8149,0,3,16,17,15,17,27,0,1,0,0,3,0
19,8530,0,1,2,0,0,3,45,0,3,0,0,0,1
19,9221,1,7,16,18,18,20,22,0,1,0,0,3,1
19,10277,0,7,20,19,18,20,30,0,2,0,1,14,1
19,10302,0,2,15,17,17,16,61,0,2,0,0,14,0
19,10334,1,6,2,0,1,2,20,0,2,0,0,0,1
19,10336,1,8,17,16,16,15,29,0,2,1,0,3,0
19,10383,1,9,19,20,18,18,27,0,2,0,0,10,1
19,10412,0,1,2,1,1,2,49,0,1,0,0,0,1
19,10544,0,1,0,0,0,1,67,0,1,0,0,0,0
19,10673,1,7,15,19,20,20,29,1,2,0,1,7,1
19,10699,1,10,19,20,20,20,57,0,2,0,0,28,1
20,173,1,5,19,19,17,19,33,0,2,0,0,5,1
20,203,0,2,3,2,0,0,24,1,2,0,0,0,0
20,1215,0,1,1,0,1,0,83,0,3,0,0,0,0
20,1216,0,6,12,16,11,12,28,0,1,0,0,2,1
20,1283,1,9,15,13,12,14,21,0,2,0,1,1,1
20,1331,1,10,19,20,19,20,23,0,2,0,3,6,1
20,1670,1,6,8,14,8,7,23,0,2,0,0,1,1
20,2310,0,2,15,18,13,17,28,0,2,0,0,3,1
20,2507,0,6,20,15,16,18,28,0,2,0,0,5,0
20,2934,1,3,9,10,7,10,25,0,2,0,0,1,1
20,3205,0,1,9,13,12,11,49,0,1,0,0,2,0
20,3236,1,10,20,20,19,20,29,0,2,0,0,12,1
20,3273,1,9,13,16,7,11,21,0,2,0,0,1,1
20,3285,1,5,14,17,17,19,46,0,2,0,0,5,1
20,3511,0,3,5,4,3,2,23,0,1,0,0,0,1
20,3679,1,3,11,9,6,7,47,1,1,0,0,0,0
20,3869,0,4,3,2,1,2,26,0,2,0,0,0,0
20,3919,1,5,12,16,15,17,46,0,4,0,0,3,1
20,4536,0,1,6,8,7,3,44,1,1,0,0,1,1
20,4553,0,3,8,8,7,7,34,0,3,0,0,2,0
20,4774,0,1,3,1,0,2,61,0,1,0,0,0,0
20,4809,1,7,18,19,20,17,39,1,1,0,0,8,1
20,5001,1,2,5,2,3,3,23,0,2,0,0,0,0
20,5103,0,9,19,19,19,20,30,0,3,0,0,7,1
20,5297,1,8,18,18,20,19,30,1,2,0,0,15,0
20,5877,0,9,19,19,16,19,35,0,2,0,1,8,1
20,5997,0,6,11,13,12,14,24,0,1,0,0,1,1
20,6315,1,3,18,17,18,19,30,0,2,0,0,9,1
20,6391,1,8,7,13,9,11,24,0,2,0,0,2,0
20,6788,0,3,16,17,19,18,61,0,2,0,0,12,1
20,7023,0,5,11,13,14,13,25,0,1,0,0,2,1
20,7153,0,4,5,2,3,2,21,0,2,0,0,0,0
20,7722,1,9,18,20,16,19,23,1,2,0,0,3,1
20,7923,1,7,15,16,15,12,68,0,1,0,0,7,1
20,7945,0,2,16,13,14,16,26,0,1,0,0,2,1
20,7975,1,10,18,20,20,20,23,0,1,8,2,11,1
20,8207,1,2,14,13,17,17,31,0,1,0,0,3,0
20,8876,0,3,19,19,18,19,29,0,2,0,0,7,1
20,9165,0,9,5,5,3,2,26,0,2,0,0,0,1
20,9337,0,5,6,6,5,3,44,0,1,0,0,1,1
20,9442,1,8,13,10,6,6,25,0,2,0,0,1,1
20,9473,0,7,19,20,20,20,38,0,2,0,0,14,1
20,9581,0,3,5,3,3,0,23,1,2,0,0,0,1
20,9875,1,1,19,17,18,17,31,0,2,0,1,3,1
20,10012,1,6,15,17,15,13,24,1,2,0,0,2,1
20,10068,0,4,7,2,3,2,22,0,1,0,0,0,1
20,10289,1,8,11,5,4,8,36,0,1,0,0,0,1
20,10377,0,1,5,1,7,3,41,0,1,0,0,0,1
20,10394,0,1,3,1,0,1,30,0,2,0,0,0,0
20,10720,1,6,10,11,6,7,22,0,2,0,0,1,0
